batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
1,1,2.4743635654449463,2.1460511684417725,546,0,0,546,0,23,23,0.0,0.0,0.001983,0.001638,0.000345,1
2,1,1.4366810321807861,1.1389505863189697,553,0,0,553,0,22,22,0.0,0.0,0.001989,0.001659,0.00033,0
3,1,1.7021715641021729,1.4136528968811035,568,0,0,568,0,22,22,0.0,0.0,0.002034,0.001704,0.00033,0
4,1,1.8368840217590332,1.4993896484375,567,0,0,567,0,23,23,0.0,0.0,0.002046,0.001701,0.000345,1
5,1,1.538938045501709,1.1828134059906006,563,0,0,563,0,23,23,0.0,0.0,0.002034,0.001689,0.000345,1
6,1,1.5951907634735107,1.256951093673706,549,0,0,549,0,22,22,0.0,0.0,0.001977,0.001647,0.00033,1
7,1,1.4443438053131104,1.1416523456573486,574,0,0,574,0,22,22,0.0,0.0,0.002052,0.001722,0.00033,0
8,1,1.84519362449646,1.5568828582763672,552,0,0,552,0,22,22,0.0,0.0,0.001986,0.001656,0.00033,0
9,1,1.8157129287719727,1.4682035446166992,566,0,0,566,0,23,23,0.0,0.0,0.002043,0.001698,0.000345,1
10,1,1.2832369804382324,0.9364285469055176,567,0,0,567,0,23,23,0.0,0.0,0.002046,0.001701,0.000345,1
11,1,1.9805448055267334,1.674797773361206,576,0,0,576,0,22,22,0.0,0.0,0.002058,0.001728,0.00033,0
12,1,1.7457630634307861,1.424710750579834,573,0,0,573,0,23,23,0.0,0.0,0.002064,0.001719,0.000345,0
13,1,1.6789612770080566,1.334132194519043,545,0,0,545,0,23,23,0.0,0.0,0.00198,0.001635,0.000345,1
14,1,1.4422473907470703,1.1335852146148682,573,0,0,573,0,22,22,0.0,0.0,0.002049,0.001719,0.00033,0
15,1,1.4551656246185303,1.0943412780761719,559,0,0,559,0,22,22,0.0,0.0,0.002007,0.001677,0.00033,1
16,1,1.9400088787078857,1.60044264793396,558,0,0,558,0,22,22,0.0,0.0,0.002004,0.001674,0.00033,1
17,1,1.8200039863586426,1.5275890827178955,557,0,0,557,0,22,22,0.0,0.0,0.002001,0.001671,0.00033,0
