batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
18,1,1.9186060428619385,1.6195943355560303,568,0,0,568,0,22,22,0.0,0.0,0.002034,0.001704,0.00033,0
19,1,2.2139291763305664,1.8712360858917236,571,0,0,571,0,23,23,0.0,0.0,0.002058,0.001713,0.000345,1
20,1,4.325168132781982,3.6839520931243896,560,0,0,560,0,23,23,0.0,0.0,0.002025,0.00168,0.000345,0
21,1,2.0064711570739746,1.513460636138916,541,0,0,541,0,22,22,0.0,0.0,0.001953,0.001623,0.00033,0
22,1,3.4705212116241455,3.1602718830108643,544,0,0,544,0,23,23,0.0,0.0,0.001977,0.001632,0.000345,0
23,1,1.7876887321472168,1.4451091289520264,551,0,0,551,0,22,22,0.0,0.0,0.001983,0.001653,0.00033,0
24,1,1.8512940406799316,1.5530877113342285,542,0,0,542,0,23,23,0.0,0.0,0.001971,0.001626,0.000345,0
25,1,2.571690797805786,2.224534034729004,557,0,0,557,0,23,23,0.0,0.0,0.002016,0.001671,0.000345,0
26,1,1.7736027240753174,1.4286203384399414,544,0,0,544,0,23,23,0.0,0.0,0.001977,0.001632,0.000345,1
27,1,1.9567291736602783,1.4816088676452637,552,0,0,552,0,22,22,0.0,0.0,0.001986,0.001656,0.00033,1
28,1,1.9322116374969482,1.591506004333496,557,0,0,557,0,23,23,0.0,0.0,0.002016,0.001671,0.000345,1
29,1,1.7727909088134766,1.4711496829986572,547,0,0,547,0,23,23,0.0,0.0,0.001986,0.001641,0.000345,0
30,1,1.9558587074279785,1.657033920288086,552,0,0,552,0,23,23,0.0,0.0,0.002001,0.001656,0.000345,0
31,1,2.096764087677002,1.714665174484253,569,0,0,569,0,22,22,0.0,0.0,0.002037,0.001707,0.00033,1
32,1,1.7043554782867432,1.4038331508636475,561,0,0,561,0,22,22,0.0,0.0,0.002013,0.001683,0.00033,0
33,1,1.8974924087524414,1.567190408706665,557,0,0,557,0,23,23,0.0,0.0,0.002016,0.001671,0.000345,0
34,1,2.6589505672454834,2.294696807861328,553,0,0,553,0,23,23,0.0,0.0,0.002004,0.001659,0.000345,1
35,1,2.859431743621826,2.8589060306549072,556,0,0,556,0,25,25,0.0,0.0,0.002043,0.001668,0.000375,0
36,1,1.510770320892334,1.1071102619171143,557,0,0,557,0,23,23,0.0,0.0,0.002016,0.001671,0.000345,1
37,1,2.554945230484009,2.258391857147217,559,0,0,559,0,22,22,0.0,0.0,0.002007,0.001677,0.00033,0
38,1,3.449312686920166,1.7712211608886719,565,0,0,565,0,22,22,0.0,0.0,0.002025,0.001695,0.00033,1
39,1,1.3709115982055664,1.0713610649108887,541,0,0,541,0,23,23,0.0,0.0,0.001968,0.001623,0.000345,0
40,1,1.8850669860839844,1.5477039813995361,551,0,0,551,0,22,22,0.0,0.0,0.001983,0.001653,0.00033,0
41,1,2.2950844764709473,2.179670810699463,553,0,0,553,0,22,22,0.0,0.0,0.001989,0.001659,0.00033,1
42,1,2.9308342933654785,1.8945984840393066,553,0,0,553,0,23,23,0.0,0.0,0.002004,0.001659,0.000345,0
43,1,1.9159748554229736,1.5578317642211914,544,0,0,544,0,22,22,0.0,0.0,0.001962,0.001632,0.00033,1
44,1,2.282527208328247,1.9817390441894531,559,0,0,559,0,23,23,0.0,0.0,0.002022,0.001677,0.000345,0
45,1,2.0423526763916016,1.7504355907440186,572,0,0,572,0,23,23,0.0,0.0,0.002061,0.001716,0.000345,0
46,1,1.6999356746673584,1.4014723300933838,566,0,0,566,0,23,23,0.0,0.0,0.002043,0.001698,0.000345,0
47,1,1.9148881435394287,1.4962034225463867,563,0,0,563,0,23,23,0.0,0.0,0.002034,0.001689,0.000345,1
48,1,4.22426700592041,4.223754405975342,551,0,0,551,0,22,22,0.0,0.0,0.001983,0.001653,0.00033,0
49,1,2.236058473587036,1.9376146793365479,553,0,0,553,0,23,23,0.0,0.0,0.002004,0.001659,0.000345,0
50,1,1.460726022720337,1.1527705192565918,560,0,0,560,0,23,23,0.0,0.0,0.002025,0.00168,0.000345,0
51,1,1.6809914112091064,1.3438236713409424,547,0,0,547,0,22,22,0.0,0.0,0.001971,0.001641,0.00033,1
52,1,1.3232901096343994,1.0281281471252441,567,0,0,567,0,23,23,0.0,0.0,0.002046,0.001701,0.000345,0
53,1,1.873467206954956,1.5229856967926025,558,0,0,558,0,22,22,0.0,0.0,0.002004,0.001674,0.00033,0
54,1,1.6831068992614746,1.3875439167022705,561,0,0,561,0,23,23,0.0,0.0,0.002028,0.001683,0.000345,0
55,1,1.8722240924835205,1.5288238525390625,550,0,0,550,0,23,23,0.0,0.0,0.001995,0.00165,0.000345,0
56,1,1.8121368885040283,1.5094163417816162,555,0,0,555,0,23,23,0.0,0.0,0.00201,0.001665,0.000345,0
57,1,2.1710128784179688,2.0068588256835938,545,0,0,545,0,23,23,0.0,0.0,0.00198,0.001635,0.000345,1
58,1,1.473344087600708,1.176098346710205,552,0,0,552,0,23,23,0.0,0.0,0.002001,0.001656,0.000345,0
59,1,2.445547580718994,2.101107597351074,554,0,0,554,0,23,23,0.0,0.0,0.002007,0.001662,0.000345,1
60,1,1.9221680164337158,1.5797934532165527,552,0,0,552,0,22,22,0.0,0.0,0.001986,0.001656,0.00033,1
61,1,1.9033615589141846,1.448800802230835,568,0,0,568,0,22,22,0.0,0.0,0.002034,0.001704,0.00033,0
62,1,1.6229948997497559,1.3285861015319824,554,0,0,554,0,22,22,0.0,0.0,0.001992,0.001662,0.00033,1
63,1,2.1030433177948,1.9795622825622559,562,0,0,562,0,23,23,0.0,0.0,0.002031,0.001686,0.000345,0
64,1,2.544733762741089,2.240853786468506,547,0,0,547,0,22,22,0.0,0.0,0.001971,0.001641,0.00033,0
65,1,2.0071420669555664,1.7765583992004395,563,0,0,563,0,23,23,0.0,0.0,0.002034,0.001689,0.000345,0
66,1,1.5857386589050293,1.2425029277801514,555,0,0,555,0,22,22,0.0,0.0,0.001995,0.001665,0.00033,0
67,1,1.8489069938659668,1.4564154148101807,546,0,0,546,0,22,22,0.0,0.0,0.001968,0.001638,0.00033,1
68,1,1.7717244625091553,1.430159568786621,556,0,0,556,0,22,22,0.0,0.0,0.001998,0.001668,0.00033,1
69,1,1.6064972877502441,1.2518434524536133,548,0,0,548,0,23,23,0.0,0.0,0.001989,0.001644,0.000345,1
70,1,1.7825231552124023,1.4505431652069092,548,0,0,548,0,23,23,0.0,0.0,0.001989,0.001644,0.000345,1
71,1,2.6270077228546143,1.9484903812408447,546,0,0,546,0,23,23,0.0,0.0,0.001983,0.001638,0.000345,0
72,1,2.5365426540374756,2.200270652770996,558,0,0,558,0,22,22,0.0,0.0,0.002004,0.001674,0.00033,1
73,1,2.0655221939086914,1.403498649597168,546,0,0,546,0,23,23,0.0,0.0,0.001983,0.001638,0.000345,1
74,1,1.860563039779663,1.5187115669250488,553,0,0,553,0,23,23,0.0,0.0,0.002004,0.001659,0.000345,1
75,1,1.7817628383636475,1.4846959114074707,541,0,0,541,0,22,22,0.0,0.0,0.001953,0.001623,0.00033,0
76,1,4.128670930862427,1.8154897689819336,573,0,0,573,0,23,23,0.0,0.0,0.002064,0.001719,0.000345,0
77,1,4.773836612701416,4.3607330322265625,558,0,0,558,0,23,23,0.0,0.0,0.002019,0.001674,0.000345,0
78,1,1.9730758666992188,1.6303246021270752,567,0,0,567,0,23,23,0.0,0.0,0.002046,0.001701,0.000345,1
79,1,2.072239637374878,2.0069806575775146,542,0,0,542,0,23,23,0.0,0.0,0.001971,0.001626,0.000345,1
80,1,2.4300084114074707,2.1333065032958984,563,0,0,563,0,22,22,0.0,0.0,0.002019,0.001689,0.00033,0
81,1,1.6411714553833008,1.3382859230041504,559,0,0,559,0,23,23,0.0,0.0,0.002022,0.001677,0.000345,0
82,1,1.7533411979675293,1.474449872970581,554,0,0,554,0,23,23,0.0,0.0,0.002007,0.001662,0.000345,0
83,1,2.162275552749634,1.8646533489227295,554,0,0,554,0,22,22,0.0,0.0,0.001992,0.001662,0.00033,0
84,1,2.8786122798919678,2.515376091003418,544,0,0,544,0,23,23,0.0,0.0,0.001977,0.001632,0.000345,1
85,1,2.624168634414673,2.291231632232666,556,0,0,556,0,23,23,0.0,0.0,0.002013,0.001668,0.000345,0
86,1,3.813136100769043,3.1109554767608643,534,0,0,534,0,22,22,0.0,0.0,0.001932,0.001602,0.00033,0
87,1,1.7770979404449463,1.4276080131530762,557,0,0,557,0,23,23,0.0,0.0,0.002016,0.001671,0.000345,1
88,1,1.7953593730926514,1.5446584224700928,567,0,0,567,0,23,23,0.0,0.0,0.002046,0.001701,0.000345,0
89,1,2.6311533451080322,2.3569045066833496,548,0,0,548,0,23,23,0.0,0.0,0.001989,0.001644,0.000345,0
90,1,4.339533090591431,3.9689128398895264,542,0,0,542,0,23,23,0.0,0.0,0.001971,0.001626,0.000345,1
91,1,1.8300302028656006,1.5387277603149414,551,0,0,551,0,23,23,0.0,0.0,0.001998,0.001653,0.000345,0
92,1,3.5188302993774414,3.0618045330047607,558,0,0,558,0,23,23,0.0,0.0,0.002019,0.001674,0.000345,0
93,1,2.019577980041504,1.7261943817138672,547,0,0,547,0,22,22,0.0,0.0,0.001971,0.001641,0.00033,1
94,1,7.4255969524383545,6.941400766372681,570,0,0,570,0,23,23,0.0,0.0,0.002055,0.00171,0.000345,0
95,1,2.8321640491485596,2.2238457202911377,550,0,0,550,0,23,23,0.0,0.0,0.001995,0.00165,0.000345,1
96,1,2.3219594955444336,1.8527214527130127,550,0,0,550,0,22,22,0.0,0.0,0.00198,0.00165,0.00033,1
97,1,1.6743590831756592,1.378479242324829,574,0,0,574,0,22,22,0.0,0.0,0.002052,0.001722,0.00033,0
98,1,2.3049778938293457,1.2883436679840088,562,0,0,562,0,22,22,0.0,0.0,0.002016,0.001686,0.00033,1
99,1,2.1750504970550537,1.7528152465820312,580,0,0,580,0,23,23,0.0,0.0,0.002085,0.00174,0.000345,1
100,1,2.045431613922119,1.7416315078735352,566,0,0,566,0,23,23,0.0,0.0,0.002043,0.001698,0.000345,0
