batch_size,accuracy,total_tweets,correct,true_positives,false_positives,true_negatives,false_negatives,total_latency_secs,total_llm_calls,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,0.86,100,86,40,2,46,12,219.2646403312683,100,55636,0,0,55636,0,2262,2262,0.0,0.0,0.20083799999999996,0.16690799999999997,0.033930000000000037
2,0.84,100,84,40,4,44,12,106.05751538276672,50,29827,0,0,29827,0,1860,1860,0.0,0.0,0.11738099999999996,0.08948099999999999,0.0279
5,0.86,100,86,41,3,45,11,51.82015323638916,20,14328,0,0,14328,0,1620,1620,0.0,0.0,0.06728399999999998,0.04298400000000001,0.024299999999999995
10,0.83,100,83,41,6,42,11,31.02055263519287,10,9185,0,0,9185,0,1540,1540,0.0,0.0,0.050655000000000006,0.027555000000000003,0.023100000000000002
20,0.84,100,84,41,5,43,11,24.606119394302368,5,6603,0,0,6603,0,1500,1500,0.0,0.0,0.042309,0.019809,0.0225
25,0.83,100,83,40,5,43,12,19.138109922409058,4,6077,0,0,6077,0,1492,1492,0.0,0.0,0.040611,0.018231,0.022379999999999997
50,0.85,100,85,40,3,45,12,16.007188081741333,2,5055,0,0,5055,0,1476,1476,0.0,0.0,0.037305,0.015165,0.02214
100,0.84,100,84,39,3,45,13,15.19048285484314,1,4539,0,0,4539,0,1468,1468,0.0,0.0,0.035637,0.013617,0.02202
