batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
1,5,1.2012133598327637,0.6490225791931152,453,0,0,453,0,72,72,0.0,0.0,0.0001806,9.06e-05,9e-05,2
2,5,1.2285959720611572,0.7173101902008057,461,0,0,461,0,71,71,0.0,0.0,0.00018095,9.22e-05,8.875e-05,2
3,5,1.0151417255401611,0.44510579109191895,476,0,0,476,0,71,71,0.0,0.0,0.00018395,9.52e-05,8.875e-05,0
4,5,0.8879797458648682,0.3592493534088135,459,0,0,459,0,71,71,0.0,0.0,0.00018055,9.18e-05,8.875e-05,1
5,5,1.1387617588043213,0.7070848941802979,391,0,0,391,0,72,72,0.0,0.0,0.0001682,7.82e-05,9e-05,0
6,5,0.9115135669708252,0.4380476474761963,406,0,0,406,0,73,73,0.0,0.0,0.00017245,8.12e-05,9.125e-05,2
7,5,2.1591298580169678,0.5032076835632324,454,0,0,454,0,72,72,0.0,0.0,0.0001808,9.08e-05,9e-05,2
8,5,0.8643572330474854,0.453930139541626,429,0,0,429,0,71,71,0.0,0.0,0.00017455,8.58e-05,8.875e-05,1
9,5,0.8602142333984375,0.40435123443603516,438,0,0,438,0,72,72,0.0,0.0,0.0001776,8.76e-05,9e-05,1
10,5,1.4022858142852783,0.5443127155303955,446,0,0,446,0,73,73,0.0,0.0,0.00018045,8.92e-05,9.125e-05,1
11,5,1.074742078781128,0.646770715713501,439,0,0,439,0,72,72,0.0,0.0,0.0001778,8.78e-05,9e-05,1
12,5,1.1208221912384033,0.6865699291229248,420,0,0,420,0,73,73,0.0,0.0,0.00017525,8.4e-05,9.125e-05,0
13,5,0.9621634483337402,0.34608912467956543,446,0,0,446,0,71,71,0.0,0.0,0.00017795,8.92e-05,8.875e-05,0
14,5,1.0599696636199951,0.6681132316589355,403,0,0,403,0,71,71,0.0,0.0,0.00016935,8.06e-05,8.875e-05,3
15,5,0.9983899593353271,0.46669459342956543,400,0,0,400,0,72,72,0.0,0.0,0.00017,8e-05,9e-05,0
16,5,1.0888636112213135,0.666022777557373,456,0,0,456,0,73,73,0.0,0.0,0.00018245,9.12e-05,9.125e-05,3
17,5,1.141153335571289,0.6999781131744385,415,0,0,415,0,73,73,0.0,0.0,0.00017425,8.3e-05,9.125e-05,0
18,5,1.2227842807769775,0.6900594234466553,414,0,0,414,0,73,73,0.0,0.0,0.00017405,8.28e-05,9.125e-05,2
19,5,1.114877700805664,0.6891670227050781,428,0,0,428,0,73,73,0.0,0.0,0.00017685,8.56e-05,9.125e-05,1
20,5,0.9274663925170898,0.39360570907592773,471,0,0,471,0,71,71,0.0,0.0,0.00018295,9.42e-05,8.875e-05,0
