batch_number,num_papers_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_relevant
1,2,0.9984903335571289,0.6975705623626709,656,0,0,656,0,40,40,0.0,0.0,0.0001812,0.0001312,5e-05,0
2,2,1.1168837547302246,0.7886021137237549,447,0,0,447,0,40,40,0.0,0.0,0.0001394,8.94e-05,5e-05,0
3,2,1.0012106895446777,0.6999335289001465,583,0,0,583,0,40,40,0.0,0.0,0.0001666,0.0001166,5e-05,0
4,2,1.2643823623657227,0.9668290615081787,570,0,0,570,0,40,40,0.0,0.0,0.000164,0.000114,5e-05,0
5,2,1.0853924751281738,0.7808184623718262,1710,0,0,1710,0,40,40,0.0,0.0,0.000392,0.000342,5e-05,0
6,2,1.028381109237671,0.7210061550140381,578,0,0,578,0,40,40,0.0,0.0,0.0001656,0.0001156,5e-05,0
7,2,1.076354742050171,0.7829978466033936,603,0,0,603,0,40,40,0.0,0.0,0.0001706,0.0001206,5e-05,0
8,2,1.4509186744689941,1.139892816543579,562,0,0,562,0,40,40,0.0,0.0,0.0001624,0.0001124,5e-05,0
9,2,0.9408385753631592,0.6807210445404053,539,0,0,539,0,40,40,0.0,0.0,0.0001578,0.0001078,5e-05,0
10,2,1.0136981010437012,0.7290914058685303,451,0,0,451,0,40,40,0.0,0.0,0.0001402,9.02e-05,5e-05,0
11,2,0.8810701370239258,0.6147847175598145,580,0,0,580,0,40,40,0.0,0.0,0.000166,0.000116,5e-05,0
12,2,0.8598191738128662,0.6685888767242432,624,0,0,624,0,40,40,0.0,0.0,0.0001748,0.0001248,5e-05,0
13,2,2.914022207260132,2.6673014163970947,544,0,0,544,0,40,40,0.0,0.0,0.0001588,0.0001088,5e-05,0
14,2,1.0389084815979004,0.6953866481781006,732,0,0,732,0,40,40,0.0,0.0,0.0001964,0.0001464,5e-05,0
15,2,0.8731508255004883,0.6170485019683838,647,0,0,647,0,40,40,0.0,0.0,0.0001794,0.0001294,5e-05,0
16,2,0.959852933883667,0.7124919891357422,620,0,0,620,0,39,39,0.0,0.0,0.00017275,0.000124,4.875e-05,0
17,2,1.0207297801971436,0.6922411918640137,737,0,0,737,0,40,40,0.0,0.0,0.0001974,0.0001474,5e-05,0
18,2,0.9071567058563232,0.6212685108184814,613,0,0,613,0,40,40,0.0,0.0,0.0001726,0.0001226,5e-05,0
19,2,1.7170512676239014,1.67148756980896,292,0,0,292,0,40,40,0.0,0.0,0.0001084,5.84e-05,5e-05,0
20,2,1.0320279598236084,0.7406947612762451,572,0,0,572,0,40,40,0.0,0.0,0.0001644,0.0001144,5e-05,0
21,2,1.0004806518554688,0.7566423416137695,704,0,0,704,0,40,40,0.0,0.0,0.0001908,0.0001408,5e-05,0
22,2,0.9257388114929199,0.7082524299621582,758,0,0,758,0,40,40,0.0,0.0,0.0002016,0.0001516,5e-05,0
23,2,0.9695336818695068,0.6683878898620605,764,0,0,764,0,40,40,0.0,0.0,0.0002028,0.0001528,5e-05,0
24,2,1.0254645347595215,0.7490556240081787,621,0,0,621,0,40,40,0.0,0.0,0.0001742,0.0001242,5e-05,0
25,2,0.9058823585510254,0.6775383949279785,681,0,0,681,0,40,40,0.0,0.0,0.0001862,0.0001362,5e-05,0
26,2,0.9528899192810059,0.7204468250274658,785,0,0,785,0,40,40,0.0,0.0,0.000207,0.000157,5e-05,0
27,2,1.2202980518341064,0.7800569534301758,409,0,0,409,0,40,40,0.0,0.0,0.0001318,8.18e-05,5e-05,0
28,2,1.018326759338379,0.7139236927032471,518,0,0,518,0,40,40,0.0,0.0,0.0001536,0.0001036,5e-05,0
29,2,1.0866246223449707,0.6955471038818359,943,0,0,943,0,40,40,0.0,0.0,0.0002386,0.0001886,5e-05,0
30,2,0.7566678524017334,0.588782548904419,707,0,0,707,0,40,40,0.0,0.0,0.0001914,0.0001414,5e-05,0
31,2,1.0955679416656494,0.7607424259185791,703,0,0,703,0,39,39,0.0,0.0,0.00018935,0.0001406,4.875e-05,0
32,2,1.0676205158233643,0.7583222389221191,513,0,0,513,0,40,40,0.0,0.0,0.0001526,0.0001026,5e-05,0
