batch_size,fields_per_call,accuracy,precision,recall,f1,true_positives,false_positives,false_negatives,total_latency_secs,total_llm_calls,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,run_id,total_ttft_secs
1,41,0.7349081364829396,0.700269334359369,0.7731520815632965,0.7349081364829396,1820,779,534,622.1071360111237,100,1343427,0,0,1343427,0,107722,107722,0.0,0.0,0.9948794999999999,0.6717135000000001,0.323166,1,164.09835934638977
2,41,0.740193058122818,0.7165009940357853,0.7655055225148684,0.740193058122818,1802,713,552,483.98901438713074,50,1160039,0,0,1160039,0,94087,94087,0.0,0.0,0.8622805,0.5800194999999999,0.282261,1,104.45508217811584
5,41,0.7250535331905782,0.7310017271157168,0.7192013593882752,0.7250535331905782,1693,623,661,391.8713631629944,20,1050029,0,0,1050029,0,83968,83968,0.0,0.0,0.7769185,0.5250144999999999,0.251904,1,41.750829219818115
10,41,0.7270784355631545,0.7316129032258064,0.7225998300764656,0.7270784355631545,1701,624,653,379.81638169288635,10,1013372,0,0,1013372,0,83305,83305,0.0,0.0,0.756601,0.5066860000000001,0.249915,1,40.42863345146179
