batch_number,field_chunk,num_contracts_in_batch,contract_ids,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
43,all_fields,1,Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT__Document Name_0,3.0164520740509033,1.4129467010498047,6188,0,0,6188,0,409,409,0.0,0.0,0.004321,0.003094,0.001227
44,all_fields,1,VgrabCommunicationsInc_20200129_10-K_EX-10.33_11958828_EX-10.33_Development Agreement__Document Name_0,3.750826597213745,1.3737983703613281,7161,0,0,7161,0,593,593,0.0,0.0,0.0053595,0.0035805,0.001779
45,all_fields,1,REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT__Document Name_0,4.348062753677368,1.349672555923462,7003,0,0,7003,0,787,787,0.0,0.0,0.0058625,0.0035015,0.002361
46,all_fields,1,"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2__Document Name_0",5.2141783237457275,1.350672721862793,5503,0,0,5503,0,1057,1057,0.0,0.0,0.0059225,0.0027515,0.003171
47,all_fields,1,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT__Document Name_0,3.301457166671753,1.476619005203247,5414,0,0,5414,0,515,515,0.0,0.0,0.004252,0.002707,0.001545
48,all_fields,1,WOMENSGOLFUNLIMITEDINC_03_29_2000-EX-10.13-ENDORSEMENT AGREEMENT - Intellectual Property Rights                 Confidentiality and Non-Use Obligations Agreement__Document Name_0,3.569178581237793,1.4061052799224854,5087,0,0,5087,0,615,615,0.0,0.0,0.0043885,0.0025435,0.001845
49,all_fields,1,LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT__Document Name_0,5.197405815124512,1.1096034049987793,7977,0,0,7977,0,946,946,0.0,0.0,0.0068265,0.0039885,0.002838
50,all_fields,1,WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT__Document Name_0,6.446062088012695,2.352374315261841,17354,0,0,17354,0,1164,1164,0.0,0.0,0.012169,0.008677,0.003492
51,all_fields,1,GentechHoldingsInc_20190808_1-A_EX1A-6 MAT CTRCT_11776814_EX1A-6 MAT CTRCT_Distributor Agreement__Document Name_0,6.239190101623535,1.756840705871582,9179,0,0,9179,0,1049,1049,0.0,0.0,0.0077365,0.0045895,0.003147
52,all_fields,1,BloomEnergyCorp_20180321_DRSA (on S-1)_EX-10_11240356_EX-10_Maintenance Agreement__Document Name_0,5.84149956703186,1.5270538330078125,27089,0,0,27089,0,1063,1063,0.0,0.0,0.0167335,0.0135445,0.003189
