batch_number,num_papers_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_relevant
1,5,1.461735486984253,1.4217495918273926,1094,0,0,1094,0,95,95,0.0,0.0,0.000832,0.000547,0.000285,0
2,5,1.5647411346435547,1.4295637607574463,2526,0,0,2526,0,109,109,0.0,0.0,0.00159,0.001263,0.000327,0
3,5,1.3133339881896973,1.2759191989898682,1245,0,0,1245,0,91,91,0.0,0.0,0.0008955,0.0006225,0.000273,0
4,5,1.2016096115112305,1.1442949771881104,852,0,0,852,0,95,95,0.0,0.0,0.000711,0.000426,0.000285,0
5,5,1.172003984451294,1.113708257675171,1152,0,0,1152,0,94,94,0.0,0.0,0.000858,0.000576,0.000282,0
6,5,1.27777099609375,1.1656336784362793,1381,0,0,1381,0,112,112,0.0,0.0,0.0010265,0.0006905,0.000336,0
7,5,1.3164904117584229,1.2244205474853516,1432,0,0,1432,0,107,107,0.0,0.0,0.001037,0.000716,0.000321,0
8,5,1.3819911479949951,1.3454358577728271,794,0,0,794,0,95,95,0.0,0.0,0.000682,0.000397,0.000285,0
9,5,1.215886116027832,1.1671664714813232,1566,0,0,1566,0,97,97,0.0,0.0,0.001074,0.000783,0.000291,0
10,5,1.3057560920715332,1.2283399105072021,1355,0,0,1355,0,95,95,0.0,0.0,0.0009625,0.0006775,0.000285,0
11,5,1.287548542022705,1.2243940830230713,1037,0,0,1037,0,94,94,0.0,0.0,0.0008005,0.0005185,0.000282,0
12,5,1.210479736328125,1.1599488258361816,1718,0,0,1718,0,94,94,0.0,0.0,0.001141,0.000859,0.000282,0
13,5,1.366694450378418,1.2104640007019043,1117,0,0,1117,0,92,92,0.0,0.0,0.0008345,0.0005585,0.000276,0
14,5,1.3174762725830078,1.2637722492218018,1558,0,0,1558,0,97,97,0.0,0.0,0.00107,0.000779,0.000291,0
15,5,1.689927339553833,1.5161113739013672,1413,0,0,1413,0,98,98,0.0,0.0,0.0010005,0.0007065,0.000294,1
16,5,1.3214802742004395,1.238107442855835,1658,0,0,1658,0,109,109,0.0,0.0,0.001156,0.000829,0.000327,0
17,5,1.278860092163086,1.2132759094238281,1348,0,0,1348,0,95,95,0.0,0.0,0.000959,0.000674,0.000285,0
18,5,1.204925775527954,1.1536612510681152,1127,0,0,1127,0,95,95,0.0,0.0,0.0008485,0.0005635,0.000285,0
19,5,1.282491683959961,1.2302277088165283,1168,0,0,1168,0,91,91,0.0,0.0,0.000857,0.000584,0.000273,0
20,5,1.1788914203643799,1.124272346496582,1201,0,0,1201,0,95,95,0.0,0.0,0.0008855,0.0006005,0.000285,0
