batch_size,precision,recall,f1,true_positives,false_positives,false_negatives,num_ground_truth,pool_size,total_latency_secs,total_llm_calls,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,1.0,1.0,1.0,1,0,0,1,100,101.8564453125,100,49062,0,0,49062,0,2133,2133,0.0,0.0,0.03093,0.024530999999999997,0.006398999999999999
2,1.0,1.0,1.0,1,0,0,1,100,51.876620292663574,50,35112,0,0,35112,0,1986,1986,0.0,0.0,0.023514,0.0175559999999999,0.0059579999999999
5,1.0,1.0,1.0,1,0,0,1,100,26.35009455680847,20,26742,0,0,26742,0,1950,1950,0.0,0.0,0.019221,0.013371,0.0058499999999999
10,1.0,1.0,1.0,1,0,0,1,100,19.163121700286865,10,23972,0,0,23972,0,2130,2130,0.0,0.0,0.018376,0.011986,0.00639
20,1.0,1.0,1.0,1,0,0,1,100,14.00043559074402,5,22617,0,0,22617,0,2145,2145,0.0,0.0,0.0177435,0.0113085,0.006435
50,1.0,1.0,1.0,1,0,0,1,100,11.63506555557251,2,21804,0,0,21804,0,2134,2134,0.0,0.0,0.017304,0.010902,0.006402
100,1.0,1.0,1.0,1,0,0,1,100,9.412065505981444,1,21535,0,0,21535,0,2133,2133,0.0,0.0,0.0171665,0.0107675,0.006399
