batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
1,20,2.8420450687408447,1.5800871849060059,1366,0,0,1366,0,325,325,0.0,0.0,0.002991,0.001366,0.001625,12
2,20,2.6491830348968506,1.3089179992675781,1457,0,0,1457,0,327,327,0.0,0.0,0.003092,0.001457,0.001635,10
3,20,2.922896146774292,1.6276710033416748,1597,0,0,1597,0,327,327,0.0,0.0,0.003232,0.001597,0.001635,14
4,20,2.651742935180664,1.1862409114837646,1365,0,0,1365,0,325,325,0.0,0.0,0.00299,0.001365,0.001625,13
5,20,3.3008370399475098,1.8043978214263916,1542,0,0,1542,0,324,324,0.0,0.0,0.003162,0.001542,0.00162,8
