batch_size,accuracy,total_reviews,correct,true_positives,false_positives,true_negatives,false_negatives,total_latency_secs,total_llm_calls,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,0.89,100,89,55,3,34,8,188.91288042068481,100,53942,0,0,53942,0,2388,2388,0.0,0.0,0.06588199999999997,0.053941999999999976,0.01194000000000002
2,0.86,100,86,53,4,33,10,78.5038514137268,50,29416,0,0,29416,0,1988,1988,0.0,0.0,0.039355999999999995,0.029416,0.009940000000000001
5,0.86,100,86,54,5,32,9,33.76109504699707,20,14677,0,0,14677,0,1748,1748,0.0,0.0,0.023417,0.014676999999999999,0.00874
10,0.87,100,87,54,4,33,9,19.778603315353394,10,9781,0,0,9781,0,1668,1668,0.0,0.0,0.018120999999999998,0.009781,0.008339999999999998
20,0.88,100,88,54,3,34,9,14.366704225540161,5,7327,0,0,7327,0,1628,1628,0.0,0.0,0.015467,0.007327,0.00814
25,0.85,100,85,52,4,33,11,14.415532350540161,4,6831,0,0,6831,0,1620,1620,0.0,0.0,0.014931,0.006831,0.0081
50,0.86,100,86,52,3,34,11,13.459012031555176,2,5855,0,0,5855,0,1604,1604,0.0,0.0,0.013875,0.005855000000000001,0.00802
100,0.86,100,86,55,6,31,8,9.997629880905151,1,5357,0,0,5357,0,1596,1596,0.0,0.0,0.013337,0.005357,0.00798
