batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
1,2,2.375617027282715,2.3060359954833984,373,0,0,373,0,32,32,0.0,0.0,0.0002825,0.0001865,9.6e-05,1
2,2,0.9460048675537109,0.8876941204071045,406,0,0,406,0,32,32,0.0,0.0,0.000299,0.000203,9.6e-05,1
3,2,1.4487659931182861,1.3787100315093994,387,0,0,387,0,32,32,0.0,0.0,0.0002895,0.0001935,9.6e-05,1
4,2,1.195011854171753,1.1403961181640625,394,0,0,394,0,31,31,0.0,0.0,0.00029,0.000197,9.3e-05,0
5,2,1.1686859130859375,1.088134765625,397,0,0,397,0,33,33,0.0,0.0,0.0002975,0.0001985,9.9e-05,1
6,2,1.740131139755249,1.6342849731445312,410,0,0,410,0,32,32,0.0,0.0,0.000301,0.000205,9.6e-05,1
7,2,1.3578681945800781,1.3402040004730225,383,0,0,383,0,32,32,0.0,0.0,0.0002875,0.0001915,9.6e-05,1
8,2,1.109757900238037,1.105654001235962,390,0,0,390,0,31,31,0.0,0.0,0.000288,0.000195,9.3e-05,2
9,2,1.2569599151611328,1.2164909839630127,390,0,0,390,0,31,31,0.0,0.0,0.000288,0.000195,9.3e-05,0
10,2,0.9855868816375732,0.9070138931274414,398,0,0,398,0,33,33,0.0,0.0,0.000298,0.000199,9.9e-05,1
11,2,1.5859949588775635,1.5261750221252441,359,0,0,359,0,32,32,0.0,0.0,0.0002755,0.0001795,9.6e-05,1
12,2,1.2240447998046875,1.1659340858459473,360,0,0,360,0,32,32,0.0,0.0,0.000276,0.00018,9.6e-05,1
13,2,1.2359728813171387,1.1476008892059326,365,0,0,365,0,33,33,0.0,0.0,0.0002815,0.0001825,9.9e-05,1
14,2,1.3618338108062744,1.191202163696289,391,0,0,391,0,32,32,0.0,0.0,0.0002915,0.0001955,9.6e-05,2
15,2,1.6704611778259277,1.6333699226379395,361,0,0,361,0,33,33,0.0,0.0,0.0002795,0.0001805,9.9e-05,0
16,2,1.1888539791107178,1.1866707801818848,405,0,0,405,0,30,30,0.0,0.0,0.0002925,0.0002025,9e-05,1
17,2,1.2621667385101318,1.2213730812072754,384,0,0,384,0,33,33,0.0,0.0,0.000291,0.000192,9.9e-05,1
18,2,3.235811948776245,3.233227014541626,384,0,0,384,0,33,33,0.0,0.0,0.000291,0.000192,9.9e-05,1
19,2,1.4617719650268555,1.425278902053833,397,0,0,397,0,31,31,0.0,0.0,0.0002915,0.0001985,9.3e-05,1
20,2,1.3274941444396973,1.2885849475860596,368,0,0,368,0,32,32,0.0,0.0,0.00028,0.000184,9.6e-05,0
21,2,1.0628430843353271,0.9826362133026123,369,0,0,369,0,32,32,0.0,0.0,0.0002805,0.0001845,9.6e-05,2
22,2,1.1506171226501465,1.1450309753417969,375,0,0,375,0,32,32,0.0,0.0,0.0002835,0.0001875,9.6e-05,1
23,2,1.1127440929412842,1.1109912395477295,407,0,0,407,0,33,33,0.0,0.0,0.0003025,0.0002035,9.9e-05,1
24,2,1.0722689628601074,1.0156211853027344,384,0,0,384,0,32,32,0.0,0.0,0.000288,0.000192,9.6e-05,1
25,2,1.0714991092681885,0.9907240867614746,387,0,0,387,0,33,33,0.0,0.0,0.0002925,0.0001935,9.9e-05,0
26,2,1.1163899898529053,1.1134247779846191,386,0,0,386,0,32,32,0.0,0.0,0.000289,0.000193,9.6e-05,1
27,2,1.1261930465698242,1.107773780822754,389,0,0,389,0,32,32,0.0,0.0,0.0002905,0.0001945,9.6e-05,1
28,2,1.4837360382080078,1.3263349533081055,377,0,0,377,0,33,33,0.0,0.0,0.0002875,0.0001885,9.9e-05,0
29,2,1.120224952697754,1.015700101852417,363,0,0,363,0,33,33,0.0,0.0,0.0002805,0.0001815,9.9e-05,1
30,2,1.2053906917572021,1.1454589366912842,371,0,0,371,0,32,32,0.0,0.0,0.0002815,0.0001855,9.6e-05,1
31,2,1.0548362731933594,0.9889299869537354,388,0,0,388,0,31,31,0.0,0.0,0.000287,0.000194,9.3e-05,1
32,2,1.06119704246521,1.0089619159698486,375,0,0,375,0,32,32,0.0,0.0,0.0002835,0.0001875,9.6e-05,1
33,2,0.9645929336547852,0.8723139762878418,387,0,0,387,0,32,32,0.0,0.0,0.0002895,0.0001935,9.6e-05,0
34,2,1.1630289554595947,1.096742868423462,369,0,0,369,0,31,31,0.0,0.0,0.0002775,0.0001845,9.3e-05,1
35,2,1.2183868885040283,1.180685043334961,367,0,0,367,0,33,33,0.0,0.0,0.0002825,0.0001835,9.9e-05,2
36,2,1.1845669746398926,1.0696649551391602,369,0,0,369,0,32,32,0.0,0.0,0.0002805,0.0001845,9.6e-05,1
37,2,1.3539390563964844,1.3170838356018066,374,0,0,374,0,33,33,0.0,0.0,0.000286,0.000187,9.9e-05,2
38,2,1.1098129749298096,1.0840919017791748,381,0,0,381,0,32,32,0.0,0.0,0.0002865,0.0001905,9.6e-05,0
39,2,1.2980220317840576,1.2001338005065918,396,0,0,396,0,33,33,0.0,0.0,0.000297,0.000198,9.9e-05,1
40,2,1.0741510391235352,1.011070966720581,371,0,0,371,0,32,32,0.0,0.0,0.0002815,0.0001855,9.6e-05,2
41,2,1.2842280864715576,1.257242202758789,375,0,0,375,0,33,33,0.0,0.0,0.0002865,0.0001875,9.9e-05,0
42,2,1.2182950973510742,1.194153070449829,365,0,0,365,0,32,32,0.0,0.0,0.0002785,0.0001825,9.6e-05,1
43,2,1.0979361534118652,0.9951670169830322,365,0,0,365,0,32,32,0.0,0.0,0.0002785,0.0001825,9.6e-05,0
44,2,1.2727580070495605,1.0885708332061768,393,0,0,393,0,33,33,0.0,0.0,0.0002955,0.0001965,9.9e-05,1
45,2,1.190101146697998,1.159372091293335,365,0,0,365,0,33,33,0.0,0.0,0.0002815,0.0001825,9.9e-05,1
46,2,1.1226487159729004,1.0176866054534912,376,0,0,376,0,33,33,0.0,0.0,0.000287,0.000188,9.9e-05,0
47,2,1.237333059310913,1.1810832023620605,389,0,0,389,0,32,32,0.0,0.0,0.0002905,0.0001945,9.6e-05,1
48,2,1.1310648918151855,1.066662073135376,370,0,0,370,0,32,32,0.0,0.0,0.000281,0.000185,9.6e-05,1
49,2,1.151197910308838,1.1490039825439453,405,0,0,405,0,31,31,0.0,0.0,0.0002955,0.0002025,9.3e-05,1
50,2,1.2688357830047607,1.2224040031433105,401,0,0,401,0,33,33,0.0,0.0,0.0002995,0.0002005,9.9e-05,1
