batch_size,accuracy,total_tweets,correct,true_positives,false_positives,true_negatives,false_negatives,total_latency_secs,total_llm_calls,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,0.87,100,87,45,6,42,7,111.50424432754517,100,34072,0,0,34072,0,1762,1762,0.0,0.0,0.022322000000000005,0.017036000000000003,0.005285999999999997
2,0.83,100,83,40,5,43,12,64.11763620376587,50,19091,0,0,19091,0,1609,1609,0.0,0.0,0.014372500000000005,0.0095455,0.004827000000000002
5,0.86,100,86,40,2,46,12,29.745986461639404,20,9990,0,0,9990,0,1519,1519,0.0,0.0,0.009552000000000001,0.004994999999999999,0.004557
10,0.81,100,81,37,4,44,15,16.953170776367188,10,7002,0,0,7002,0,1489,1489,0.0,0.0,0.007968000000000001,0.0035009999999999998,0.004467
20,0.83,100,83,38,3,45,14,17.485379219055176,5,5532,0,0,5532,0,1474,1474,0.0,0.0,0.007188,0.0027660000000000002,0.004422
25,0.83,100,83,38,3,45,14,10.287414789199829,4,5229,0,0,5229,0,1471,1471,0.0,0.0,0.0070275,0.0026145,0.004413
50,0.8,100,80,39,7,41,13,9.150674104690552,2,4645,0,0,4645,0,1615,1615,0.0,0.0,0.0071675,0.0023225,0.004845
100,0.76,100,76,32,4,44,20,7.742749929428101,1,4349,0,0,4349,0,1462,1462,0.0,0.0,0.0065605,0.0021745,0.004386
