batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
40,2,3.363201141357422,3.3571860790252686,593,0,0,593,0,36,36,0.0,0.0,0.002319,0.001779,0.00054,1
41,2,2.5315630435943604,1.7163269519805908,591,0,0,591,0,37,37,0.0,0.0,0.002328,0.001773,0.000555,1
42,2,2.1905317306518555,1.5907440185546875,632,0,0,632,0,37,37,0.0,0.0,0.002451,0.001896,0.000555,0
43,2,1.8557910919189453,1.6642160415649414,613,0,0,613,0,36,36,0.0,0.0,0.002379,0.001839,0.00054,2
44,2,2.297804832458496,1.247852087020874,638,0,0,638,0,37,37,0.0,0.0,0.002469,0.001914,0.000555,1
45,2,2.155738115310669,1.7140827178955078,617,0,0,617,0,37,37,0.0,0.0,0.002406,0.001851,0.000555,0
46,2,1.9102118015289307,1.4075047969818115,549,0,0,549,0,36,36,0.0,0.0,0.002187,0.001647,0.00054,1
47,2,2.3329570293426514,1.8312640190124512,595,0,0,595,0,37,37,0.0,0.0,0.00234,0.001785,0.000555,0
48,2,5.428834676742554,4.53735613822937,571,0,0,571,0,35,35,0.0,0.0,0.002238,0.001713,0.000525,0
49,2,1.8210759162902832,1.403597116470337,604,0,0,604,0,37,37,0.0,0.0,0.002367,0.001812,0.000555,1
50,2,2.2539188861846924,1.6089577674865723,555,0,0,555,0,36,36,0.0,0.0,0.002205,0.001665,0.00054,2
