batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
1,20,3.8299238681793213,1.6224281787872314,1365,0,0,1365,0,286,286,0.0,0.0,0.008385,0.004095,0.00429,10
2,20,3.8829519748687744,1.784491777420044,1454,0,0,1454,0,288,288,0.0,0.0,0.008682,0.004362,0.00432,8
3,20,3.7085039615631104,1.595715045928955,1602,0,0,1602,0,288,288,0.0,0.0,0.009126,0.004806,0.00432,10
4,20,3.6896111965179443,1.5462558269500732,1367,0,0,1367,0,286,286,0.0,0.0,0.008391,0.004101,0.00429,13
5,20,3.8094868659973145,2.0207788944244385,1545,0,0,1545,0,285,285,0.0,0.0,0.00891,0.004635,0.004275,7
