batch_number,num_papers_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_relevant
1,5,1.5438728332519531,1.0908114910125732,1341,0,0,1341,0,88,88,0.0,0.0,0.001781,0.001341,0.00044,0
2,5,2.0970458984375,1.450685977935791,2704,0,0,2704,0,88,88,0.0,0.0,0.003144,0.002704,0.00044,0
3,5,1.5942587852478027,1.017749309539795,1533,0,0,1533,0,88,88,0.0,0.0,0.001973,0.001533,0.00044,0
4,5,2.3876826763153076,1.9280617237091064,1109,0,0,1109,0,88,88,0.0,0.0,0.001549,0.001109,0.00044,0
5,5,1.6826045513153076,1.1882131099700928,1405,0,0,1405,0,88,88,0.0,0.0,0.001845,0.001405,0.00044,0
6,5,1.396759271621704,0.9901046752929688,1678,0,0,1678,0,88,88,0.0,0.0,0.002118,0.001678,0.00044,0
7,5,1.7668757438659668,1.274714469909668,1695,0,0,1695,0,87,87,0.0,0.0,0.00213,0.001695,0.000435,0
8,5,1.3846135139465332,0.9417068958282471,1006,0,0,1006,0,88,88,0.0,0.0,0.001446,0.001006,0.00044,0
9,5,1.3389580249786377,0.7494981288909912,1850,0,0,1850,0,88,88,0.0,0.0,0.00229,0.00185,0.00044,0
10,5,2.035069227218628,1.5097191333770752,1677,0,0,1677,0,88,88,0.0,0.0,0.002117,0.001677,0.00044,0
11,5,1.8498256206512451,1.4084620475769043,1264,0,0,1264,0,88,88,0.0,0.0,0.001704,0.001264,0.00044,0
12,5,1.879953384399414,1.3156747817993164,2080,0,0,2080,0,88,88,0.0,0.0,0.00252,0.00208,0.00044,0
13,5,1.313797950744629,0.8942732810974121,1352,0,0,1352,0,87,87,0.0,0.0,0.001787,0.001352,0.000435,0
14,5,1.458387851715088,0.8970322608947754,1846,0,0,1846,0,88,88,0.0,0.0,0.002286,0.001846,0.00044,0
15,5,1.4090416431427002,0.9915421009063721,1731,0,0,1731,0,88,88,0.0,0.0,0.002171,0.001731,0.00044,1
16,5,1.4754204750061035,0.9974346160888672,2070,0,0,2070,0,88,88,0.0,0.0,0.00251,0.00207,0.00044,0
17,5,1.4031856060028076,0.9083144664764404,1611,0,0,1611,0,88,88,0.0,0.0,0.002051,0.001611,0.00044,0
18,5,1.914846420288086,1.4128339290618896,1380,0,0,1380,0,87,87,0.0,0.0,0.001815,0.00138,0.000435,0
19,5,1.5820832252502441,1.0096800327301025,1436,0,0,1436,0,87,87,0.0,0.0,0.001871,0.001436,0.000435,0
20,5,1.4924020767211914,1.040076732635498,1446,0,0,1446,0,88,88,0.0,0.0,0.001886,0.001446,0.00044,0
