batch_size,precision,recall,f1,true_positives,false_positives,false_negatives,num_ground_truth,pool_size,total_latency_secs,total_llm_calls,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,1.0,1.0,1.0,1,0,0,1,100,145.95382642745972,100,71814,0,0,71814,0,2396,2396,0.0,0.0,0.08379400000000002,0.071814,0.01198000000000002
2,1.0,1.0,1.0,1,0,0,1,100,70.4828610420227,50,47064,0,0,47064,0,1996,1996,0.0,0.0,0.057044000000000004,0.047063999999999995,0.009980000000000001
5,1.0,1.0,1.0,1,0,0,1,100,33.00668478012085,20,32214,0,0,32214,0,1756,1756,0.0,0.0,0.040993999999999996,0.032214,0.008780000000000001
10,1.0,1.0,1.0,1,0,0,1,100,20.06530213356018,10,27264,0,0,27264,0,1679,1679,0.0,0.0,0.035658999999999996,0.027264000000000004,0.008395
20,1.0,1.0,1.0,1,0,0,1,100,14.395829677581787,5,24789,0,0,24789,0,1636,1636,0.0,0.0,0.032969,0.024789,0.00818
50,0.5,1.0,0.6666666666666666,1,1,0,1,100,11.971726179122925,2,23304,0,0,23304,0,1612,1612,0.0,0.0,0.031364,0.023304,0.008060000000000001
100,0.3333333333333333,1.0,0.5,1,2,0,1,100,10.814867496490479,1,22809,0,0,22809,0,1604,1604,0.0,0.0,0.030829,0.022809,0.00802
