batch_number,num_papers_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_relevant
20,2,1.0284273624420166,0.8627135753631592,844,0,0,844,0,40,40,0.0,0.0,0.001044,0.000844,0.0002,0
21,2,1.2525177001953125,1.0365245342254639,981,0,0,981,0,40,40,0.0,0.0,0.001181,0.000981,0.0002,0
22,2,1.5256683826446533,1.203524112701416,1060,0,0,1060,0,40,40,0.0,0.0,0.00126,0.00106,0.0002,0
23,2,1.3991436958312988,1.1468701362609863,1054,0,0,1054,0,40,40,0.0,0.0,0.001254,0.001054,0.0002,0
24,2,1.053678035736084,0.8342959880828857,915,0,0,915,0,40,40,0.0,0.0,0.001115,0.000915,0.0002,0
25,2,1.3178284168243408,1.0164239406585693,1002,0,0,1002,0,40,40,0.0,0.0,0.001202,0.001002,0.0002,0
26,2,1.5118374824523926,1.1980540752410889,1063,0,0,1063,0,40,40,0.0,0.0,0.001263,0.001063,0.0002,0
27,2,1.673647165298462,1.547025203704834,672,0,0,672,0,40,40,0.0,0.0,0.000872,0.000672,0.0002,0
28,2,0.9370980262756348,0.7981925010681152,784,0,0,784,0,40,40,0.0,0.0,0.000984,0.000784,0.0002,0
29,2,1.4917845726013184,1.2263190746307373,1305,0,0,1305,0,40,40,0.0,0.0,0.001505,0.001305,0.0002,0
30,2,1.7511684894561768,1.43367338180542,1005,0,0,1005,0,40,40,0.0,0.0,0.001205,0.001005,0.0002,0
31,2,1.02067232131958,0.8056440353393555,986,0,0,986,0,39,39,0.0,0.0,0.001181,0.000986,0.000195,0
32,2,1.0114498138427734,0.8542506694793701,782,0,0,782,0,40,40,0.0,0.0,0.000982,0.000782,0.0002,0
33,2,1.6711089611053467,1.158353567123413,1048,0,0,1048,0,40,40,0.0,0.0,0.001248,0.001048,0.0002,0
34,2,2.2492215633392334,1.9647295475006104,1091,0,0,1091,0,40,40,0.0,0.0,0.001291,0.001091,0.0002,0
35,2,1.2483854293823242,1.029374361038208,776,0,0,776,0,40,40,0.0,0.0,0.000976,0.000776,0.0002,0
36,2,1.2101309299468994,0.9131195545196533,1285,0,0,1285,0,40,40,0.0,0.0,0.001485,0.001285,0.0002,1
37,2,2.0412118434906006,1.716768503189087,917,0,0,917,0,40,40,0.0,0.0,0.001117,0.000917,0.0002,0
38,2,1.8367373943328857,1.5134124755859375,1090,0,0,1090,0,40,40,0.0,0.0,0.00129,0.00109,0.0002,0
39,2,1.5183639526367188,1.2200345993041992,1095,0,0,1095,0,40,40,0.0,0.0,0.001295,0.001095,0.0002,0
40,2,1.681992530822754,1.5287420749664307,899,0,0,899,0,40,40,0.0,0.0,0.001099,0.000899,0.0002,0
41,2,1.4496498107910156,1.1831104755401611,1084,0,0,1084,0,40,40,0.0,0.0,0.001284,0.001084,0.0002,0
42,2,1.376826524734497,1.1930701732635498,856,0,0,856,0,40,40,0.0,0.0,0.001056,0.000856,0.0002,0
43,2,1.138598918914795,0.9891479015350342,762,0,0,762,0,39,39,0.0,0.0,0.000957,0.000762,0.000195,0
44,2,1.725165843963623,1.5848138332366943,901,0,0,901,0,40,40,0.0,0.0,0.001101,0.000901,0.0002,0
45,2,1.4411582946777344,1.0990674495697021,873,0,0,873,0,40,40,0.0,0.0,0.001073,0.000873,0.0002,0
46,2,1.5231821537017822,1.2742111682891846,837,0,0,837,0,40,40,0.0,0.0,0.001037,0.000837,0.0002,0
47,2,1.6765367984771729,1.3535304069519043,1046,0,0,1046,0,40,40,0.0,0.0,0.001246,0.001046,0.0002,0
48,2,1.8539674282073975,1.6600513458251953,765,0,0,765,0,39,39,0.0,0.0,0.00096,0.000765,0.000195,0
49,2,1.295400857925415,1.0153579711914062,1107,0,0,1107,0,40,40,0.0,0.0,0.001307,0.001107,0.0002,0
50,2,1.1675076484680176,0.978752613067627,612,0,0,612,0,40,40,0.0,0.0,0.000812,0.000612,0.0002,0
