batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_irony
1,10,3.183067798614502,0.7111320495605469,655,0,0,655,0,129,129,0.0,0.0,0.0035725,0.0016375,0.001935,5
2,10,14.317930698394775,14.29334831237793,675,0,0,675,0,128,128,0.0,0.0,0.0036075,0.0016875,0.00192,5
3,10,3.2589173316955566,0.6573383808135986,538,0,0,538,0,131,131,0.0,0.0,0.00331,0.001345,0.001965,3
4,10,2.0791923999786377,0.6240744590759277,620,0,0,620,0,129,129,0.0,0.0,0.003485,0.00155,0.001935,4
5,10,2.1933956146240234,0.596686601638794,623,0,0,623,0,131,131,0.0,0.0,0.0035225,0.0015575,0.001965,4
6,10,2.032747268676758,0.8782391548156738,595,0,0,595,0,131,131,0.0,0.0,0.0034525,0.0014875,0.001965,2
7,10,1.872323751449585,0.594109296798706,590,0,0,590,0,128,128,0.0,0.0,0.003395,0.001475,0.00192,6
8,10,2.3115532398223877,0.6861639022827148,591,0,0,591,0,131,131,0.0,0.0,0.0034425,0.0014775,0.001965,6
9,10,1.806725263595581,0.5718393325805664,570,0,0,570,0,132,132,0.0,0.0,0.003405,0.001425,0.00198,3
10,10,1.9796371459960938,0.6833219528198242,638,0,0,638,0,130,130,0.0,0.0,0.003545,0.001595,0.00195,4
