batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,10,1.616215705871582,0.9886727333068848,1086,0,0,1086,0,166,166,0.0,0.0,0.001916,0.001086,0.00083
2,10,1.9989564418792725,1.3318252563476562,1131,0,0,1131,0,166,166,0.0,0.0,0.001961,0.001131,0.00083
3,10,2.3154027462005615,1.9828729629516602,1070,0,0,1070,0,168,168,0.0,0.0,0.00191,0.00107,0.00084
4,10,2.2601711750030518,1.3745872974395752,1053,0,0,1053,0,167,167,0.0,0.0,0.001888,0.001053,0.000835
5,10,2.397644519805908,0.8339715003967285,1076,0,0,1076,0,167,167,0.0,0.0,0.001911,0.001076,0.000835
6,10,1.7989370822906494,1.1097705364227295,1041,0,0,1041,0,170,170,0.0,0.0,0.001891,0.001041,0.00085
7,10,1.315047025680542,0.731459379196167,1027,0,0,1027,0,169,169,0.0,0.0,0.001872,0.001027,0.000845
8,10,1.7510976791381836,1.0756328105926514,1041,0,0,1041,0,167,167,0.0,0.0,0.001876,0.001041,0.000835
9,10,2.1015408039093018,1.4037890434265137,1019,0,0,1019,0,171,171,0.0,0.0,0.001874,0.001019,0.000855
10,10,1.7187128067016602,0.9841446876525879,1062,0,0,1062,0,170,170,0.0,0.0,0.001912,0.001062,0.00085
