batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,1,2.303769588470459,2.1638567447662354,667,0,0,667,0,24,24,0.0,0.0,0.000787,0.000667,0.00012
2,1,2.2542357444763184,2.1461730003356934,655,0,0,655,0,22,22,0.0,0.0,0.000765,0.000655,0.00011
3,1,1.0120649337768555,0.8873138427734375,672,0,0,672,0,22,22,0.0,0.0,0.000782,0.000672,0.00011
4,1,1.108428955078125,0.958101749420166,667,0,0,667,0,23,23,0.0,0.0,0.000782,0.000667,0.000115
5,1,2.0963501930236816,1.9506587982177734,656,0,0,656,0,23,23,0.0,0.0,0.000771,0.000656,0.000115
6,1,0.9846711158752441,0.8451125621795654,653,0,0,653,0,24,24,0.0,0.0,0.000773,0.000653,0.00012
7,1,2.419384241104126,2.364661931991577,664,0,0,664,0,22,22,0.0,0.0,0.000774,0.000664,0.00011
8,1,1.1819093227386475,1.0356903076171875,645,0,0,645,0,22,22,0.0,0.0,0.000755,0.000645,0.00011
9,1,1.9378101825714111,1.781825304031372,644,0,0,644,0,24,24,0.0,0.0,0.000764,0.000644,0.00012
10,1,2.4338107109069824,2.268219470977783,676,0,0,676,0,23,23,0.0,0.0,0.000791,0.000676,0.000115
11,1,1.0508053302764893,0.8839426040649414,658,0,0,658,0,23,23,0.0,0.0,0.000773,0.000658,0.000115
12,1,1.5249497890472412,1.3740098476409912,661,0,0,661,0,23,23,0.0,0.0,0.000776,0.000661,0.000115
13,1,1.3071210384368896,1.1629841327667236,655,0,0,655,0,23,23,0.0,0.0,0.00077,0.000655,0.000115
14,1,1.3075904846191406,0.9034762382507324,672,0,0,672,0,22,22,0.0,0.0,0.000782,0.000672,0.00011
15,1,1.8969941139221191,1.7255964279174805,675,0,0,675,0,24,24,0.0,0.0,0.000795,0.000675,0.00012
16,1,1.063877820968628,0.9462482929229736,654,0,0,654,0,23,23,0.0,0.0,0.000769,0.000654,0.000115
17,1,0.9239661693572998,0.813621997833252,665,0,0,665,0,22,22,0.0,0.0,0.000775,0.000665,0.00011
18,1,0.9207327365875244,0.783555269241333,658,0,0,658,0,23,23,0.0,0.0,0.000773,0.000658,0.000115
19,1,1.049539566040039,0.8506584167480469,674,0,0,674,0,23,23,0.0,0.0,0.000789,0.000674,0.000115
20,1,1.1225368976593018,0.9502170085906982,660,0,0,660,0,22,22,0.0,0.0,0.00077,0.00066,0.00011
21,1,1.538271188735962,1.437779426574707,640,0,0,640,0,22,22,0.0,0.0,0.00075,0.00064,0.00011
22,1,1.1845550537109375,1.0494050979614258,655,0,0,655,0,24,24,0.0,0.0,0.000775,0.000655,0.00012
23,1,1.3090438842773438,1.0137450695037842,667,0,0,667,0,23,23,0.0,0.0,0.000782,0.000667,0.000115
24,1,1.223109245300293,1.1374411582946777,656,0,0,656,0,22,22,0.0,0.0,0.000766,0.000656,0.00011
25,1,1.155297040939331,1.0027267932891846,660,0,0,660,0,23,23,0.0,0.0,0.000775,0.00066,0.000115
26,1,0.853560209274292,0.8528778553009033,677,0,0,677,0,22,22,0.0,0.0,0.000787,0.000677,0.00011
27,1,1.009413719177246,0.9006218910217285,670,0,0,670,0,23,23,0.0,0.0,0.000785,0.00067,0.000115
28,1,1.3078274726867676,1.1849801540374756,650,0,0,650,0,23,23,0.0,0.0,0.000765,0.00065,0.000115
29,1,1.0893774032592773,0.9362714290618896,667,0,0,667,0,23,23,0.0,0.0,0.000782,0.000667,0.000115
30,1,1.034498691558838,0.8393924236297607,663,0,0,663,0,24,24,0.0,0.0,0.000783,0.000663,0.00012
31,1,0.8600437641143799,0.7622580528259277,643,0,0,643,0,24,24,0.0,0.0,0.000763,0.000643,0.00012
32,1,1.3062734603881836,1.1997287273406982,667,0,0,667,0,22,22,0.0,0.0,0.000777,0.000667,0.00011
33,1,1.1067695617675781,0.9959793090820312,651,0,0,651,0,23,23,0.0,0.0,0.000766,0.000651,0.000115
34,1,1.3860397338867188,1.2028002738952637,662,0,0,662,0,24,24,0.0,0.0,0.000782,0.000662,0.00012
35,1,1.2537989616394043,1.1039135456085205,647,0,0,647,0,23,23,0.0,0.0,0.000762,0.000647,0.000115
36,1,0.9317440986633301,0.7664580345153809,639,0,0,639,0,22,22,0.0,0.0,0.000749,0.000639,0.00011
37,1,1.0039558410644531,0.9002792835235596,665,0,0,665,0,23,23,0.0,0.0,0.00078,0.000665,0.000115
38,1,0.9046576023101807,0.7752208709716797,661,0,0,661,0,22,22,0.0,0.0,0.000771,0.000661,0.00011
39,1,2.41294264793396,2.412111520767212,658,0,0,658,0,23,23,0.0,0.0,0.000773,0.000658,0.000115
40,1,1.1149847507476807,0.997197151184082,672,0,0,672,0,24,24,0.0,0.0,0.000792,0.000672,0.00012
41,1,1.4427831172943115,1.2701590061187744,668,0,0,668,0,23,23,0.0,0.0,0.000783,0.000668,0.000115
42,1,1.7398324012756348,1.5668745040893555,639,0,0,639,0,24,24,0.0,0.0,0.000759,0.000639,0.00012
43,1,1.7276408672332764,1.5357115268707275,659,0,0,659,0,23,23,0.0,0.0,0.000774,0.000659,0.000115
44,1,1.3995254039764404,1.2208809852600098,659,0,0,659,0,22,22,0.0,0.0,0.000769,0.000659,0.00011
45,1,0.936354398727417,0.781651496887207,668,0,0,668,0,23,23,0.0,0.0,0.000783,0.000668,0.000115
46,1,1.270705223083496,1.1131303310394287,652,0,0,652,0,24,24,0.0,0.0,0.000772,0.000652,0.00012
47,1,1.2217223644256592,1.1233084201812744,657,0,0,657,0,22,22,0.0,0.0,0.000767,0.000657,0.00011
48,1,4.705571174621582,4.704842805862427,672,0,0,672,0,22,22,0.0,0.0,0.000782,0.000672,0.00011
49,1,1.1785199642181396,1.0585312843322754,660,0,0,660,0,23,23,0.0,0.0,0.000775,0.00066,0.000115
50,1,2.7955493927001953,2.7947824001312256,663,0,0,663,0,23,23,0.0,0.0,0.000778,0.000663,0.000115
51,1,1.5472102165222168,1.1409969329833984,652,0,0,652,0,24,24,0.0,0.0,0.000772,0.000652,0.00012
52,1,1.0851495265960693,0.918438196182251,654,0,0,654,0,24,24,0.0,0.0,0.000774,0.000654,0.00012
53,1,1.457303524017334,1.3044319152832031,671,0,0,671,0,23,23,0.0,0.0,0.000786,0.000671,0.000115
54,1,1.239863395690918,1.2390968799591064,673,0,0,673,0,24,24,0.0,0.0,0.000793,0.000673,0.00012
55,1,1.6899151802062988,1.485041856765747,650,0,0,650,0,23,23,0.0,0.0,0.000765,0.00065,0.000115
56,1,0.8589184284210205,0.7545709609985352,654,0,0,654,0,23,23,0.0,0.0,0.000769,0.000654,0.000115
57,1,1.417536973953247,1.416710376739502,639,0,0,639,0,23,23,0.0,0.0,0.000754,0.000639,0.000115
58,1,1.4648056030273438,1.303480625152588,655,0,0,655,0,24,24,0.0,0.0,0.000775,0.000655,0.00012
59,1,1.0005817413330078,0.8404273986816406,658,0,0,658,0,23,23,0.0,0.0,0.000773,0.000658,0.000115
60,1,1.899529218673706,1.6619915962219238,649,0,0,649,0,23,23,0.0,0.0,0.000764,0.000649,0.000115
61,1,1.597078561782837,1.4500353336334229,661,0,0,661,0,22,22,0.0,0.0,0.000771,0.000661,0.00011
62,1,1.555058240890503,1.4236466884613037,662,0,0,662,0,23,23,0.0,0.0,0.000777,0.000662,0.000115
63,1,1.041461706161499,0.918071985244751,650,0,0,650,0,23,23,0.0,0.0,0.000765,0.00065,0.000115
64,1,5.140608787536621,5.139785528182983,654,0,0,654,0,24,24,0.0,0.0,0.000774,0.000654,0.00012
65,1,1.0451436042785645,0.8852291107177734,650,0,0,650,0,23,23,0.0,0.0,0.000765,0.00065,0.000115
66,1,1.9178187847137451,1.8779652118682861,658,0,0,658,0,23,23,0.0,0.0,0.000773,0.000658,0.000115
67,1,1.0491735935211182,0.9105281829833984,656,0,0,656,0,24,24,0.0,0.0,0.000776,0.000656,0.00012
68,1,1.5666377544403076,1.4383444786071777,658,0,0,658,0,23,23,0.0,0.0,0.000773,0.000658,0.000115
69,1,1.2388336658477783,1.1006290912628174,640,0,0,640,0,23,23,0.0,0.0,0.000755,0.00064,0.000115
70,1,0.9393901824951172,0.8483002185821533,660,0,0,660,0,23,23,0.0,0.0,0.000775,0.00066,0.000115
71,1,0.9455947875976562,0.8411378860473633,650,0,0,650,0,22,22,0.0,0.0,0.00076,0.00065,0.00011
72,1,1.409243106842041,1.289848804473877,645,0,0,645,0,24,24,0.0,0.0,0.000765,0.000645,0.00012
73,1,1.1817317008972168,1.057084560394287,662,0,0,662,0,22,22,0.0,0.0,0.000772,0.000662,0.00011
74,1,0.8409743309020996,0.7327010631561279,646,0,0,646,0,23,23,0.0,0.0,0.000761,0.000646,0.000115
75,1,0.8892319202423096,0.7448842525482178,657,0,0,657,0,24,24,0.0,0.0,0.000777,0.000657,0.00012
76,1,4.3772735595703125,4.37650465965271,674,0,0,674,0,22,22,0.0,0.0,0.000784,0.000674,0.00011
77,1,0.9585347175598145,0.8647975921630859,654,0,0,654,0,22,22,0.0,0.0,0.000764,0.000654,0.00011
78,1,2.7453904151916504,2.7446861267089844,659,0,0,659,0,23,23,0.0,0.0,0.000774,0.000659,0.000115
79,1,1.0567998886108398,0.9057564735412598,657,0,0,657,0,24,24,0.0,0.0,0.000777,0.000657,0.00012
80,1,0.9952197074890137,0.8311595916748047,647,0,0,647,0,24,24,0.0,0.0,0.000767,0.000647,0.00012
81,1,1.3171045780181885,1.1787083148956299,646,0,0,646,0,23,23,0.0,0.0,0.000761,0.000646,0.000115
82,1,1.205394983291626,1.070255994796753,640,0,0,640,0,23,23,0.0,0.0,0.000755,0.00064,0.000115
83,1,1.0247411727905273,0.8991336822509766,655,0,0,655,0,24,24,0.0,0.0,0.000775,0.000655,0.00012
84,1,1.4750144481658936,1.237440824508667,651,0,0,651,0,23,23,0.0,0.0,0.000766,0.000651,0.000115
85,1,1.2801477909088135,1.1163873672485352,661,0,0,661,0,23,23,0.0,0.0,0.000776,0.000661,0.000115
86,1,1.1228749752044678,0.9816927909851074,646,0,0,646,0,24,24,0.0,0.0,0.000766,0.000646,0.00012
87,1,1.2085065841674805,1.0688693523406982,643,0,0,643,0,24,24,0.0,0.0,0.000763,0.000643,0.00012
88,1,1.0485036373138428,0.884831428527832,662,0,0,662,0,24,24,0.0,0.0,0.000782,0.000662,0.00012
89,1,1.603611946105957,1.4127557277679443,650,0,0,650,0,23,23,0.0,0.0,0.000765,0.00065,0.000115
90,1,0.8598484992980957,0.7821934223175049,670,0,0,670,0,23,23,0.0,0.0,0.000785,0.00067,0.000115
91,1,1.0033307075500488,0.8809566497802734,652,0,0,652,0,22,22,0.0,0.0,0.000762,0.000652,0.00011
92,1,1.0034847259521484,0.8703665733337402,664,0,0,664,0,24,24,0.0,0.0,0.000784,0.000664,0.00012
93,1,0.9568595886230469,0.81722092628479,650,0,0,650,0,24,24,0.0,0.0,0.00077,0.00065,0.00012
94,1,1.2133030891418457,1.0039827823638916,657,0,0,657,0,23,23,0.0,0.0,0.000772,0.000657,0.000115
95,1,1.2157783508300781,1.0750019550323486,659,0,0,659,0,24,24,0.0,0.0,0.000779,0.000659,0.00012
96,1,1.002880334854126,0.8211677074432373,656,0,0,656,0,24,24,0.0,0.0,0.000776,0.000656,0.00012
97,1,2.3368163108825684,2.3360424041748047,649,0,0,649,0,24,24,0.0,0.0,0.000769,0.000649,0.00012
98,1,1.100283145904541,0.979332447052002,653,0,0,653,0,22,22,0.0,0.0,0.000763,0.000653,0.00011
99,1,1.0911941528320312,0.8321647644042969,667,0,0,667,0,24,24,0.0,0.0,0.000787,0.000667,0.00012
100,1,1.1805908679962158,1.0357685089111328,674,0,0,674,0,23,23,0.0,0.0,0.000789,0.000674,0.000115
