batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,5,1.8542068004608154,1.5491418838500977,871,0,0,871,0,87,87,0.0,0.0,0.001306,0.000871,0.000435
2,5,1.1753056049346924,0.8504986763000488,830,0,0,830,0,87,87,0.0,0.0,0.001265,0.00083,0.000435
3,5,1.1219093799591064,0.7885847091674805,874,0,0,874,0,88,88,0.0,0.0,0.001314,0.000874,0.00044
4,5,1.2024974822998047,0.7879078388214111,867,0,0,867,0,84,84,0.0,0.0,0.001287,0.000867,0.00042
5,5,2.183187961578369,1.8688862323760986,819,0,0,819,0,86,86,0.0,0.0,0.001249,0.000819,0.00043
6,5,1.5004856586456299,1.0911178588867188,861,0,0,861,0,89,89,0.0,0.0,0.001306,0.000861,0.000445
7,5,1.4147803783416748,0.875941276550293,819,0,0,819,0,88,88,0.0,0.0,0.001259,0.000819,0.00044
8,5,1.5735578536987305,1.2455086708068848,852,0,0,852,0,86,86,0.0,0.0,0.001282,0.000852,0.00043
9,5,1.2084569931030273,0.8982908725738525,837,0,0,837,0,87,87,0.0,0.0,0.001272,0.000837,0.000435
10,5,1.5440480709075928,1.1787893772125244,848,0,0,848,0,87,87,0.0,0.0,0.001283,0.000848,0.000435
11,5,1.1453588008880615,0.8174300193786621,852,0,0,852,0,89,89,0.0,0.0,0.001297,0.000852,0.000445
12,5,1.346127986907959,1.0374364852905273,800,0,0,800,0,88,88,0.0,0.0,0.00124,0.0008,0.00044
13,5,1.047633171081543,0.7709064483642578,823,0,0,823,0,88,88,0.0,0.0,0.001263,0.000823,0.00044
14,5,1.2590525150299072,0.9000258445739746,814,0,0,814,0,88,88,0.0,0.0,0.001254,0.000814,0.00044
15,5,1.3883411884307861,1.0800714492797852,810,0,0,810,0,87,87,0.0,0.0,0.001245,0.00081,0.000435
16,5,1.2376928329467773,0.9650611877441406,847,0,0,847,0,87,87,0.0,0.0,0.001282,0.000847,0.000435
17,5,1.2848727703094482,0.9665689468383789,808,0,0,808,0,88,88,0.0,0.0,0.001248,0.000808,0.00044
18,5,1.2520554065704346,0.8897950649261475,824,0,0,824,0,90,90,0.0,0.0,0.001274,0.000824,0.00045
19,5,1.3598413467407227,0.9933221340179443,833,0,0,833,0,88,88,0.0,0.0,0.001273,0.000833,0.00044
20,5,1.1278765201568604,0.7482960224151611,838,0,0,838,0,89,89,0.0,0.0,0.001283,0.000838,0.000445
