batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
18,1,2.3812029361724854,2.2317628860473633,663,0,0,663,0,20,20,0.0,0.0,0.002289,0.001989,0.0003
19,1,1.8771898746490479,1.5822839736938477,677,0,0,677,0,19,19,0.0,0.0,0.002316,0.002031,0.000285
20,1,1.3439290523529053,1.085536003112793,663,0,0,663,0,19,19,0.0,0.0,0.002274,0.001989,0.000285
21,1,1.7746031284332275,1.46812105178833,641,0,0,641,0,19,19,0.0,0.0,0.002208,0.001923,0.000285
22,1,1.5732452869415283,1.2430899143218994,653,0,0,653,0,21,21,0.0,0.0,0.002274,0.001959,0.000315
23,1,1.8399298191070557,1.5413188934326172,671,0,0,671,0,20,20,0.0,0.0,0.002313,0.002013,0.0003
24,1,1.9705231189727783,1.686072826385498,660,0,0,660,0,19,19,0.0,0.0,0.002265,0.00198,0.000285
25,1,6.807876825332642,6.2345311641693115,658,0,0,658,0,20,20,0.0,0.0,0.002274,0.001974,0.0003
26,1,2.8819966316223145,2.1996872425079346,675,0,0,675,0,19,19,0.0,0.0,0.00231,0.002025,0.000285
27,1,2.1010117530822754,1.5479822158813477,675,0,0,675,0,20,20,0.0,0.0,0.002325,0.002025,0.0003
28,1,1.5974090099334717,1.301839828491211,650,0,0,650,0,21,21,0.0,0.0,0.002265,0.00195,0.000315
29,1,2.1710290908813477,1.864652156829834,669,0,0,669,0,20,20,0.0,0.0,0.002307,0.002007,0.0003
30,1,4.381752967834473,3.920527219772339,656,0,0,656,0,20,20,0.0,0.0,0.002268,0.001968,0.0003
31,1,1.6439049243927002,1.3116061687469482,644,0,0,644,0,21,21,0.0,0.0,0.002247,0.001932,0.000315
32,1,1.5682909488677979,1.2967898845672607,666,0,0,666,0,19,19,0.0,0.0,0.002283,0.001998,0.000285
33,1,1.8089089393615723,1.5115149021148682,651,0,0,651,0,20,20,0.0,0.0,0.002253,0.001953,0.0003
34,1,1.6086130142211914,1.2709591388702393,658,0,0,658,0,21,21,0.0,0.0,0.002289,0.001974,0.000315
35,1,2.3155219554901123,2.1254849433898926,644,0,0,644,0,20,20,0.0,0.0,0.002232,0.001932,0.0003
36,1,1.533202886581421,1.2565498352050781,641,0,0,641,0,19,19,0.0,0.0,0.002208,0.001923,0.000285
37,1,3.09397292137146,2.712325096130371,665,0,0,665,0,20,20,0.0,0.0,0.002295,0.001995,0.0003
38,1,1.956122875213623,1.665343999862671,662,0,0,662,0,19,19,0.0,0.0,0.002271,0.001986,0.000285
39,1,1.921463966369629,1.6310348510742188,660,0,0,660,0,20,20,0.0,0.0,0.00228,0.00198,0.0003
40,1,2.3525760173797607,2.0425851345062256,674,0,0,674,0,21,21,0.0,0.0,0.002337,0.002022,0.000315
41,1,3.314328670501709,2.9651546478271484,664,0,0,664,0,20,20,0.0,0.0,0.002292,0.001992,0.0003
42,1,1.913823127746582,1.6242520809173584,643,0,0,643,0,21,21,0.0,0.0,0.002244,0.001929,0.000315
43,1,4.932010173797607,4.13874888420105,664,0,0,664,0,20,20,0.0,0.0,0.002292,0.001992,0.0003
44,1,1.7957258224487305,1.492969036102295,659,0,0,659,0,19,19,0.0,0.0,0.002262,0.001977,0.000285
45,1,1.5853090286254883,1.2774238586425781,668,0,0,668,0,20,20,0.0,0.0,0.002304,0.002004,0.0003
46,1,2.002474784851074,1.70865797996521,649,0,0,649,0,20,20,0.0,0.0,0.002247,0.001947,0.0003
47,1,2.407680034637451,1.8024792671203613,658,0,0,658,0,19,19,0.0,0.0,0.002259,0.001974,0.000285
48,1,1.6374821662902832,1.3291280269622803,674,0,0,674,0,19,19,0.0,0.0,0.002307,0.002022,0.000285
49,1,1.60811185836792,1.3280181884765625,663,0,0,663,0,20,20,0.0,0.0,0.002289,0.001989,0.0003
50,1,3.108872890472412,2.771547794342041,666,0,0,666,0,20,20,0.0,0.0,0.002298,0.001998,0.0003
51,1,1.511887788772583,1.219594955444336,652,0,0,652,0,21,21,0.0,0.0,0.002271,0.001956,0.000315
52,1,1.6410009860992432,1.3282909393310547,650,0,0,650,0,21,21,0.0,0.0,0.002265,0.00195,0.000315
53,1,1.8188121318817139,1.5291180610656738,673,0,0,673,0,20,20,0.0,0.0,0.002319,0.002019,0.0003
54,1,1.5155231952667236,1.215414047241211,674,0,0,674,0,20,20,0.0,0.0,0.002322,0.002022,0.0003
55,1,1.775434970855713,1.4628300666809082,654,0,0,654,0,20,20,0.0,0.0,0.002262,0.001962,0.0003
56,1,1.8817191123962402,1.5633749961853027,658,0,0,658,0,20,20,0.0,0.0,0.002274,0.001974,0.0003
57,1,1.7947819232940674,1.7578120231628418,638,0,0,638,0,20,20,0.0,0.0,0.002214,0.001914,0.0003
58,1,2.0136849880218506,1.7152001857757568,659,0,0,659,0,21,21,0.0,0.0,0.002292,0.001977,0.000315
59,1,2.2034482955932617,1.906770944595337,655,0,0,655,0,20,20,0.0,0.0,0.002265,0.001965,0.0003
60,1,1.7653679847717285,1.458672285079956,649,0,0,649,0,20,20,0.0,0.0,0.002247,0.001947,0.0003
61,1,1.7623889446258545,1.6335430145263672,662,0,0,662,0,19,19,0.0,0.0,0.002271,0.001986,0.000285
62,1,1.4457671642303467,1.3119421005249023,664,0,0,664,0,20,20,0.0,0.0,0.002292,0.001992,0.0003
63,1,2.0432393550872803,1.7603991031646729,649,0,0,649,0,21,21,0.0,0.0,0.002262,0.001947,0.000315
64,1,2.0822839736938477,1.6899120807647705,657,0,0,657,0,21,21,0.0,0.0,0.002286,0.001971,0.000315
65,1,2.8587217330932617,2.816732168197632,653,0,0,653,0,20,20,0.0,0.0,0.002259,0.001959,0.0003
66,1,17.446992874145508,16.309485912322998,657,0,0,657,0,20,20,0.0,0.0,0.002271,0.001971,0.0003
67,1,1.5265820026397705,1.2441320419311523,658,0,0,658,0,21,21,0.0,0.0,0.002289,0.001974,0.000315
68,1,1.8354120254516602,1.5260589122772217,661,0,0,661,0,20,20,0.0,0.0,0.002283,0.001983,0.0003
69,1,1.543576955795288,1.2379119396209717,645,0,0,645,0,20,20,0.0,0.0,0.002235,0.001935,0.0003
70,1,1.604585886001587,1.3001089096069336,658,0,0,658,0,20,20,0.0,0.0,0.002274,0.001974,0.0003
71,1,2.4437341690063477,2.1522958278656006,644,0,0,644,0,19,19,0.0,0.0,0.002217,0.001932,0.000285
72,1,1.9109711647033691,1.5944809913635254,646,0,0,646,0,21,21,0.0,0.0,0.002253,0.001938,0.000315
73,1,1.8403282165527344,1.5448319911956787,665,0,0,665,0,19,19,0.0,0.0,0.00228,0.001995,0.000285
74,1,1.5701911449432373,1.272684097290039,648,0,0,648,0,20,20,0.0,0.0,0.002244,0.001944,0.0003
75,1,1.699077844619751,1.3521640300750732,660,0,0,660,0,21,21,0.0,0.0,0.002295,0.00198,0.000315
76,1,1.7763481140136719,1.4864459037780762,674,0,0,674,0,19,19,0.0,0.0,0.002307,0.002022,0.000285
77,1,11.92888617515564,11.725111961364746,656,0,0,656,0,19,19,0.0,0.0,0.002253,0.001968,0.000285
78,1,2.795116901397705,2.200338840484619,660,0,0,660,0,20,20,0.0,0.0,0.00228,0.00198,0.0003
79,1,1.6918690204620361,1.402505874633789,659,0,0,659,0,21,21,0.0,0.0,0.002292,0.001977,0.000315
80,1,3.45124888420105,3.245522975921631,650,0,0,650,0,21,21,0.0,0.0,0.002265,0.00195,0.000315
81,1,1.5824666023254395,1.297327995300293,648,0,0,648,0,20,20,0.0,0.0,0.002244,0.001944,0.0003
82,1,2.3051629066467285,1.9993128776550293,637,0,0,637,0,20,20,0.0,0.0,0.002211,0.001911,0.0003
83,1,1.767638921737671,1.4359321594238281,657,0,0,657,0,21,21,0.0,0.0,0.002286,0.001971,0.000315
84,1,1.4607911109924316,1.1670849323272705,653,0,0,653,0,20,20,0.0,0.0,0.002259,0.001959,0.0003
85,1,1.8284289836883545,1.532250165939331,660,0,0,660,0,20,20,0.0,0.0,0.00228,0.00198,0.0003
86,1,1.4522671699523926,1.1541800498962402,648,0,0,648,0,21,21,0.0,0.0,0.002259,0.001944,0.000315
87,1,2.018580198287964,1.6954209804534912,646,0,0,646,0,21,21,0.0,0.0,0.002253,0.001938,0.000315
88,1,2.5427122116088867,2.2720820903778076,666,0,0,666,0,21,21,0.0,0.0,0.002313,0.001998,0.000315
89,1,1.5602788925170898,1.2666020393371582,654,0,0,654,0,20,20,0.0,0.0,0.002262,0.001962,0.0003
90,1,2.152709722518921,1.84747314453125,672,0,0,672,0,20,20,0.0,0.0,0.002316,0.002016,0.0003
91,1,2.1114680767059326,1.8274059295654297,652,0,0,652,0,19,19,0.0,0.0,0.002241,0.001956,0.000285
92,1,1.503244161605835,1.2099940776824951,669,0,0,669,0,20,20,0.0,0.0,0.002307,0.002007,0.0003
93,1,1.908447027206421,1.5878808498382568,652,0,0,652,0,21,21,0.0,0.0,0.002271,0.001956,0.000315
94,1,1.9495148658752441,1.6030092239379883,656,0,0,656,0,20,20,0.0,0.0,0.002268,0.001968,0.0003
95,1,1.591430902481079,1.2944681644439697,660,0,0,660,0,21,21,0.0,0.0,0.002295,0.00198,0.000315
96,1,1.7870140075683594,1.4934580326080322,659,0,0,659,0,21,21,0.0,0.0,0.002292,0.001977,0.000315
97,1,1.5233018398284912,1.2354400157928467,643,0,0,643,0,21,21,0.0,0.0,0.002244,0.001929,0.000315
98,1,1.744764804840088,1.449049949645996,656,0,0,656,0,19,19,0.0,0.0,0.002253,0.001968,0.000285
99,1,1.9237277507781982,1.6284449100494385,664,0,0,664,0,21,21,0.0,0.0,0.002307,0.001992,0.000315
100,1,1.7557950019836426,1.4412858486175537,673,0,0,673,0,20,20,0.0,0.0,0.002319,0.002019,0.0003
