batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,10,3.0029051303863525,1.7005345821380615,1089,0,0,1089,0,126,126,0.0,0.0,0.005157,0.003267,0.00189
2,10,3.970658779144287,2.844113826751709,1129,0,0,1129,0,126,126,0.0,0.0,0.005277,0.003387,0.00189
3,10,6.809804439544678,5.528886079788208,1075,0,0,1075,0,128,128,0.0,0.0,0.005145,0.003225,0.00192
4,10,2.864396095275879,1.6044158935546875,1052,0,0,1052,0,128,128,0.0,0.0,0.005076,0.003156,0.00192
5,10,2.878338098526001,1.6821444034576416,1079,0,0,1079,0,127,127,0.0,0.0,0.005142,0.003237,0.001905
6,10,2.7521767616271973,1.4754407405853271,1038,0,0,1038,0,131,131,0.0,0.0,0.005079,0.003114,0.001965
7,10,2.7016119956970215,1.4055230617523193,1025,0,0,1025,0,129,129,0.0,0.0,0.00501,0.003075,0.001935
8,10,8.300626993179321,5.315516471862793,1042,0,0,1042,0,128,128,0.0,0.0,0.005046,0.003126,0.00192
9,10,2.306159734725952,1.0966436862945557,1018,0,0,1018,0,132,132,0.0,0.0,0.005034,0.003054,0.00198
10,10,2.5979843139648438,1.3094854354858398,1061,0,0,1061,0,129,129,0.0,0.0,0.005118,0.003183,0.001935
