batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,2,2.059572219848633,1.5152134895324707,714,0,0,714,0,32,32,0.0,0.0,0.002622,0.002142,0.00048
2,2,1.9929261207580566,1.556809663772583,730,0,0,730,0,31,31,0.0,0.0,0.002655,0.00219,0.000465
3,2,2.3879919052124023,2.0047354698181152,696,0,0,696,0,33,33,0.0,0.0,0.002583,0.002088,0.000495
4,2,7.2723612785339355,6.989030361175537,697,0,0,697,0,30,30,0.0,0.0,0.002541,0.002091,0.00045
5,2,1.7143044471740723,1.2959086894989014,705,0,0,705,0,32,32,0.0,0.0,0.002595,0.002115,0.00048
6,2,1.5504047870635986,1.2190327644348145,713,0,0,713,0,32,32,0.0,0.0,0.002619,0.002139,0.00048
7,2,1.5847125053405762,1.206251859664917,712,0,0,712,0,31,31,0.0,0.0,0.002601,0.002136,0.000465
8,2,2.3703296184539795,1.912062644958496,723,0,0,723,0,33,33,0.0,0.0,0.002664,0.002169,0.000495
9,2,1.7165589332580566,1.3239929676055908,711,0,0,711,0,31,31,0.0,0.0,0.002598,0.002133,0.000465
10,2,1.6357340812683105,1.2057836055755615,727,0,0,727,0,31,31,0.0,0.0,0.002646,0.002181,0.000465
11,2,1.9261248111724854,1.456939935684204,677,0,0,677,0,32,32,0.0,0.0,0.002511,0.002031,0.00048
12,2,2.0363879203796387,1.6721282005310059,713,0,0,713,0,31,31,0.0,0.0,0.002604,0.002139,0.000465
13,2,1.7324397563934326,1.3155848979949951,719,0,0,719,0,31,31,0.0,0.0,0.002622,0.002157,0.000465
14,2,2.447432041168213,1.8650200366973877,707,0,0,707,0,33,33,0.0,0.0,0.002616,0.002121,0.000495
15,2,1.8273448944091797,1.1185824871063232,709,0,0,709,0,33,33,0.0,0.0,0.002622,0.002127,0.000495
16,2,1.6172399520874023,1.2019572257995605,695,0,0,695,0,32,32,0.0,0.0,0.002565,0.002085,0.00048
17,2,1.9495306015014648,1.5255768299102783,700,0,0,700,0,33,33,0.0,0.0,0.002595,0.0021,0.000495
18,2,1.9257855415344238,1.9252383708953857,672,0,0,672,0,31,31,0.0,0.0,0.002481,0.002016,0.000465
19,2,1.8888726234436035,1.3983263969421387,715,0,0,715,0,31,31,0.0,0.0,0.00261,0.002145,0.000465
20,2,1.936004877090454,1.5126442909240723,721,0,0,721,0,33,33,0.0,0.0,0.002658,0.002163,0.000495
21,2,1.686133623123169,1.2106435298919678,690,0,0,690,0,33,33,0.0,0.0,0.002565,0.00207,0.000495
22,2,1.5901081562042236,1.0751495361328125,708,0,0,708,0,31,31,0.0,0.0,0.002589,0.002124,0.000465
23,2,2.184386968612671,1.7639522552490234,707,0,0,707,0,32,32,0.0,0.0,0.002601,0.002121,0.00048
24,2,1.6127455234527588,1.230402946472168,716,0,0,716,0,31,31,0.0,0.0,0.002613,0.002148,0.000465
25,2,2.3426785469055176,1.9699256420135498,712,0,0,712,0,32,32,0.0,0.0,0.002616,0.002136,0.00048
26,2,1.944197177886963,1.5183382034301758,695,0,0,695,0,34,34,0.0,0.0,0.002595,0.002085,0.00051
27,2,1.7302215099334717,1.3576505184173584,734,0,0,734,0,32,32,0.0,0.0,0.002682,0.002202,0.00048
28,2,1.578995943069458,1.2035517692565918,696,0,0,696,0,32,32,0.0,0.0,0.002568,0.002088,0.00048
29,2,1.4652254581451416,1.0054457187652588,682,0,0,682,0,33,33,0.0,0.0,0.002541,0.002046,0.000495
30,2,6.684981346130371,6.261091470718384,697,0,0,697,0,32,32,0.0,0.0,0.002571,0.002091,0.00048
31,2,1.5860545635223389,1.2172212600708008,707,0,0,707,0,31,31,0.0,0.0,0.002586,0.002121,0.000465
32,2,1.9243242740631104,1.4043047428131104,693,0,0,693,0,34,34,0.0,0.0,0.002589,0.002079,0.00051
33,2,2.0059921741485596,1.5936200618743896,691,0,0,691,0,32,32,0.0,0.0,0.002553,0.002073,0.00048
34,2,2.176867723464966,1.4232478141784668,703,0,0,703,0,33,33,0.0,0.0,0.002604,0.002109,0.000495
35,2,1.5304627418518066,1.155580759048462,688,0,0,688,0,32,32,0.0,0.0,0.002544,0.002064,0.00048
36,2,1.300621747970581,0.9335803985595703,684,0,0,684,0,32,32,0.0,0.0,0.002532,0.002052,0.00048
37,2,1.7216694355010986,1.1324865818023682,699,0,0,699,0,31,31,0.0,0.0,0.002562,0.002097,0.000465
38,2,1.9611537456512451,1.7676560878753662,723,0,0,723,0,32,32,0.0,0.0,0.002649,0.002169,0.00048
39,2,1.4016127586364746,1.0231027603149414,703,0,0,703,0,31,31,0.0,0.0,0.002574,0.002109,0.000465
40,2,1.6960134506225586,1.3341455459594727,696,0,0,696,0,34,34,0.0,0.0,0.002598,0.002088,0.00051
41,2,2.082451581954956,1.715832233428955,673,0,0,673,0,32,32,0.0,0.0,0.002499,0.002019,0.00048
42,2,1.7577590942382812,1.319988489151001,700,0,0,700,0,33,33,0.0,0.0,0.002595,0.0021,0.000495
43,2,2.407757043838501,2.051435708999634,695,0,0,695,0,33,33,0.0,0.0,0.00258,0.002085,0.000495
44,2,2.066934823989868,2.066373825073242,700,0,0,700,0,34,34,0.0,0.0,0.00261,0.0021,0.00051
45,2,1.586460828781128,1.2651233673095703,714,0,0,714,0,32,32,0.0,0.0,0.002622,0.002142,0.00048
46,2,1.617846965789795,1.2084429264068604,707,0,0,707,0,31,31,0.0,0.0,0.002586,0.002121,0.000465
47,2,1.9149658679962158,1.5895044803619385,690,0,0,690,0,33,33,0.0,0.0,0.002565,0.00207,0.000495
