batch_number,num_papers_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_relevant
26,1,1.4800257682800293,1.176450490951538,688,0,0,688,0,24,24,0.0,0.0,0.002424,0.002064,0.00036,0
27,1,1.7648541927337646,1.466723918914795,1037,0,0,1037,0,24,24,0.0,0.0,0.003471,0.003111,0.00036,0
28,1,2.633164882659912,2.2675931453704834,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
29,1,1.6808264255523682,1.3168199062347412,697,0,0,697,0,24,24,0.0,0.0,0.002451,0.002091,0.00036,0
30,1,1.4536163806915283,1.1484732627868652,721,0,0,721,0,24,24,0.0,0.0,0.002523,0.002163,0.00036,0
31,1,2.250948667526245,1.996255874633789,651,0,0,651,0,23,23,0.0,0.0,0.002298,0.001953,0.000345,0
32,1,1.3135840892791748,1.0145137310028076,738,0,0,738,0,24,24,0.0,0.0,0.002574,0.002214,0.00036,0
33,1,3.970433473587036,3.713210344314575,817,0,0,817,0,24,24,0.0,0.0,0.002811,0.002451,0.00036,0
34,1,1.9629113674163818,1.6681718826293945,706,0,0,706,0,24,24,0.0,0.0,0.002478,0.002118,0.00036,0
35,1,1.4164276123046875,1.108288288116455,768,0,0,768,0,24,24,0.0,0.0,0.002664,0.002304,0.00036,0
36,1,2.5156705379486084,1.7969298362731934,610,0,0,610,0,24,24,0.0,0.0,0.00219,0.00183,0.00036,0
37,1,1.8822071552276611,1.5228238105773926,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
38,1,1.5484867095947266,1.2043235301971436,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
39,1,2.5681633949279785,2.2552385330200195,821,0,0,821,0,24,24,0.0,0.0,0.002823,0.002463,0.00036,0
40,1,2.7098143100738525,2.141181707382202,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
41,1,1.4179539680480957,1.1590206623077393,713,0,0,713,0,24,24,0.0,0.0,0.002499,0.002139,0.00036,0
42,1,1.7647979259490967,1.4552805423736572,765,0,0,765,0,24,24,0.0,0.0,0.002655,0.002295,0.00036,0
43,1,2.6390419006347656,2.2372517585754395,809,0,0,809,0,24,24,0.0,0.0,0.002787,0.002427,0.00036,0
44,1,3.0397088527679443,2.7131686210632324,748,0,0,748,0,24,24,0.0,0.0,0.002604,0.002244,0.00036,0
45,1,1.7996735572814941,1.6922738552093506,800,0,0,800,0,24,24,0.0,0.0,0.00276,0.0024,0.00036,0
46,1,1.774599552154541,1.4153342247009277,751,0,0,751,0,24,24,0.0,0.0,0.002613,0.002253,0.00036,0
47,1,2.359018564224243,2.064300537109375,673,0,0,673,0,24,24,0.0,0.0,0.002379,0.002019,0.00036,0
48,1,1.4378628730773926,1.1059105396270752,739,0,0,739,0,24,24,0.0,0.0,0.002577,0.002217,0.00036,0
49,1,1.4435617923736572,1.0845394134521484,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
50,1,1.8426365852355957,1.5300908088684082,979,0,0,979,0,24,24,0.0,0.0,0.003297,0.002937,0.00036,0
51,1,1.5475194454193115,1.2123920917510986,727,0,0,727,0,24,24,0.0,0.0,0.002541,0.002181,0.00036,0
52,1,1.9426078796386719,1.7773544788360596,833,0,0,833,0,24,24,0.0,0.0,0.002859,0.002499,0.00036,0
53,1,2.0906572341918945,1.8309578895568848,649,0,0,649,0,24,24,0.0,0.0,0.002307,0.001947,0.00036,0
54,1,1.543717861175537,1.1672790050506592,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
55,1,1.6329526901245117,1.2877657413482666,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
56,1,1.5962612628936768,1.2385730743408203,761,0,0,761,0,24,24,0.0,0.0,0.002643,0.002283,0.00036,0
57,1,1.474376916885376,1.17256760597229,1017,0,0,1017,0,24,24,0.0,0.0,0.003411,0.003051,0.00036,0
58,1,2.9417052268981934,2.49446439743042,785,0,0,785,0,24,24,0.0,0.0,0.002715,0.002355,0.00036,0
59,1,3.147355318069458,2.8366270065307617,668,0,0,668,0,24,24,0.0,0.0,0.002364,0.002004,0.00036,0
60,1,1.836909532546997,1.4953629970550537,834,0,0,834,0,24,24,0.0,0.0,0.002862,0.002502,0.00036,0
61,1,1.8840603828430176,1.5853188037872314,726,0,0,726,0,23,23,0.0,0.0,0.002523,0.002178,0.000345,0
62,1,1.4745066165924072,1.0485217571258545,757,0,0,757,0,24,24,0.0,0.0,0.002631,0.002271,0.00036,0
63,1,3.8779003620147705,3.562636137008667,594,0,0,594,0,24,24,0.0,0.0,0.002142,0.001782,0.00036,0
64,1,1.713996171951294,1.377243995666504,685,0,0,685,0,24,24,0.0,0.0,0.002415,0.002055,0.00036,0
65,1,2.5509586334228516,1.8678643703460693,575,0,0,575,0,24,24,0.0,0.0,0.002085,0.001725,0.00036,0
66,1,1.9691126346588135,1.9249823093414307,970,0,0,970,0,24,24,0.0,0.0,0.00327,0.00291,0.00036,0
67,1,1.462498426437378,1.146042823791504,768,0,0,768,0,24,24,0.0,0.0,0.002664,0.002304,0.00036,0
68,1,1.7222223281860352,1.4474740028381348,820,0,0,820,0,24,24,0.0,0.0,0.00282,0.00246,0.00036,0
69,1,1.7308790683746338,1.4007422924041748,753,0,0,753,0,24,24,0.0,0.0,0.002619,0.002259,0.00036,0
70,1,1.8483304977416992,1.4919955730438232,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
71,1,1.6836817264556885,1.3839519023895264,952,0,0,952,0,24,24,0.0,0.0,0.003216,0.002856,0.00036,1
72,1,1.8735933303833008,1.5275237560272217,830,0,0,830,0,24,24,0.0,0.0,0.00285,0.00249,0.00036,0
73,1,1.5290825366973877,1.2174005508422852,639,0,0,639,0,24,24,0.0,0.0,0.002277,0.001917,0.00036,0
74,1,1.4918873310089111,1.2117023468017578,775,0,0,775,0,24,24,0.0,0.0,0.002685,0.002325,0.00036,0
75,1,3.079768657684326,2.093061685562134,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
76,1,1.4457030296325684,1.1463446617126465,1067,0,0,1067,0,24,24,0.0,0.0,0.003561,0.003201,0.00036,0
77,1,1.657116174697876,1.3066473007202148,841,0,0,841,0,24,24,0.0,0.0,0.002883,0.002523,0.00036,0
78,1,1.7634260654449463,1.4622762203216553,751,0,0,751,0,24,24,0.0,0.0,0.002613,0.002253,0.00036,0
79,1,1.6844418048858643,1.4188220500946045,670,0,0,670,0,24,24,0.0,0.0,0.00237,0.00201,0.00036,0
80,1,1.4901585578918457,1.1537361145019531,726,0,0,726,0,24,24,0.0,0.0,0.002538,0.002178,0.00036,0
81,1,1.8053901195526123,1.5206303596496582,804,0,0,804,0,24,24,0.0,0.0,0.002772,0.002412,0.00036,0
82,1,1.5724754333496094,1.267662525177002,777,0,0,777,0,24,24,0.0,0.0,0.002691,0.002331,0.00036,0
83,1,3.367530345916748,3.0994465351104736,692,0,0,692,0,24,24,0.0,0.0,0.002436,0.002076,0.00036,0
84,1,1.5805613994598389,1.2741236686706543,661,0,0,661,0,24,24,0.0,0.0,0.002343,0.001983,0.00036,0
85,1,1.5846943855285645,1.280714511871338,662,0,0,662,0,24,24,0.0,0.0,0.002346,0.001986,0.00036,0
86,1,2.183438301086426,1.9111247062683105,597,0,0,597,0,23,23,0.0,0.0,0.002136,0.001791,0.000345,0
87,1,5.056368827819824,4.416905879974365,717,0,0,717,0,24,24,0.0,0.0,0.002511,0.002151,0.00036,0
88,1,1.438910722732544,1.1294703483581543,681,0,0,681,0,24,24,0.0,0.0,0.002403,0.002043,0.00036,0
89,1,1.5935957431793213,1.2814092636108398,658,0,0,658,0,24,24,0.0,0.0,0.002334,0.001974,0.00036,0
90,1,2.602818489074707,1.8095669746398926,712,0,0,712,0,24,24,0.0,0.0,0.002496,0.002136,0.00036,0
91,1,3.1096725463867188,2.7695164680480957,646,0,0,646,0,24,24,0.0,0.0,0.002298,0.001938,0.00036,0
92,1,2.0344769954681396,1.6799883842468262,688,0,0,688,0,24,24,0.0,0.0,0.002424,0.002064,0.00036,0
93,1,1.468261957168579,1.1527795791625977,860,0,0,860,0,24,24,0.0,0.0,0.00294,0.00258,0.00036,0
94,1,2.133715867996216,1.7603330612182617,683,0,0,683,0,24,24,0.0,0.0,0.002409,0.002049,0.00036,0
95,1,1.4416394233703613,1.1403653621673584,544,0,0,544,0,23,23,0.0,0.0,0.001977,0.001632,0.000345,0
96,1,1.351137638092041,1.0422585010528564,718,0,0,718,0,24,24,0.0,0.0,0.002514,0.002154,0.00036,0
97,1,1.675614595413208,1.368800401687622,751,0,0,751,0,24,24,0.0,0.0,0.002613,0.002253,0.00036,0
98,1,1.593756914138794,1.283625841140747,853,0,0,853,0,24,24,0.0,0.0,0.002919,0.002559,0.00036,0
99,1,1.880429983139038,1.571040391921997,589,0,0,589,0,24,24,0.0,0.0,0.002127,0.001767,0.00036,0
100,1,2.0496726036071777,1.682701826095581,520,0,0,520,0,24,24,0.0,0.0,0.00192,0.00156,0.00036,0
