batch_number,num_papers_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_relevant
1,2,3.715169906616211,3.260831594467163,940,0,0,940,0,40,40,0.0,0.0,0.00342,0.00282,0.0006,0
2,2,1.930931806564331,1.2081985473632812,711,0,0,711,0,40,40,0.0,0.0,0.002733,0.002133,0.0006,0
3,2,1.499727725982666,1.0747761726379395,864,0,0,864,0,40,40,0.0,0.0,0.003192,0.002592,0.0006,0
4,2,1.6205394268035889,1.1837966442108154,845,0,0,845,0,40,40,0.0,0.0,0.003135,0.002535,0.0006,0
5,2,2.2057559490203857,1.772848129272461,2175,0,0,2175,0,40,40,0.0,0.0,0.007125,0.006525,0.0006,0
6,2,1.6164560317993164,1.1729669570922852,860,0,0,860,0,40,40,0.0,0.0,0.00318,0.00258,0.0006,0
7,2,1.6857762336730957,1.268115758895874,878,0,0,878,0,40,40,0.0,0.0,0.003234,0.002634,0.0006,0
8,2,1.8500144481658936,1.4188082218170166,837,0,0,837,0,40,40,0.0,0.0,0.003111,0.002511,0.0006,0
9,2,5.522922992706299,1.4716076850891113,823,0,0,823,0,40,40,0.0,0.0,0.003069,0.002469,0.0006,0
10,2,1.8901870250701904,1.458519458770752,734,0,0,734,0,40,40,0.0,0.0,0.002802,0.002202,0.0006,0
11,2,2.9120445251464844,2.440640687942505,850,0,0,850,0,40,40,0.0,0.0,0.00315,0.00255,0.0006,0
12,2,1.4693286418914795,1.0227558612823486,913,0,0,913,0,40,40,0.0,0.0,0.003339,0.002739,0.0006,0
13,2,1.818120002746582,1.3798041343688965,827,0,0,827,0,40,40,0.0,0.0,0.003081,0.002481,0.0006,0
14,2,1.8998432159423828,1.196042776107788,1061,0,0,1061,0,40,40,0.0,0.0,0.003783,0.003183,0.0006,0
15,2,1.652317762374878,1.2168066501617432,922,0,0,922,0,40,40,0.0,0.0,0.003366,0.002766,0.0006,0
16,2,1.791947603225708,1.3556010723114014,893,0,0,893,0,39,39,0.0,0.0,0.003264,0.002679,0.000585,0
17,2,1.9854075908660889,1.2265450954437256,1027,0,0,1027,0,40,40,0.0,0.0,0.003681,0.003081,0.0006,0
18,2,2.5964839458465576,2.2628321647644043,882,0,0,882,0,40,40,0.0,0.0,0.003246,0.002646,0.0006,0
19,2,2.5272488594055176,2.1029458045959473,544,0,0,544,0,40,40,0.0,0.0,0.002232,0.001632,0.0006,0
20,2,1.5777535438537598,1.107924222946167,845,0,0,845,0,40,40,0.0,0.0,0.003135,0.002535,0.0006,0
21,2,2.2448577880859375,1.7590689659118652,982,0,0,982,0,40,40,0.0,0.0,0.003546,0.002946,0.0006,0
22,2,2.40932559967041,1.997788429260254,1061,0,0,1061,0,40,40,0.0,0.0,0.003783,0.003183,0.0006,0
23,2,1.545881748199463,1.0941057205200195,1055,0,0,1055,0,40,40,0.0,0.0,0.003765,0.003165,0.0006,0
24,2,1.8110334873199463,1.4164142608642578,916,0,0,916,0,40,40,0.0,0.0,0.003348,0.002748,0.0006,0
25,2,1.985288143157959,1.521956443786621,1003,0,0,1003,0,40,40,0.0,0.0,0.003609,0.003009,0.0006,0
26,2,1.660217523574829,1.2271637916564941,1064,0,0,1064,0,40,40,0.0,0.0,0.003792,0.003192,0.0006,0
27,2,2.4892139434814453,1.9361903667449951,673,0,0,673,0,40,40,0.0,0.0,0.002619,0.002019,0.0006,0
28,2,1.8562018871307373,1.4822633266448975,785,0,0,785,0,40,40,0.0,0.0,0.002955,0.002355,0.0006,0
29,2,1.765869379043579,1.3196752071380615,1306,0,0,1306,0,40,40,0.0,0.0,0.004518,0.003918,0.0006,0
30,2,1.7281043529510498,1.290343999862671,1006,0,0,1006,0,40,40,0.0,0.0,0.003618,0.003018,0.0006,0
31,2,1.837015151977539,1.4071240425109863,987,0,0,987,0,39,39,0.0,0.0,0.003546,0.002961,0.000585,0
32,2,1.6402220726013184,1.2258648872375488,783,0,0,783,0,40,40,0.0,0.0,0.002949,0.002349,0.0006,0
33,2,2.3990297317504883,1.5110688209533691,1049,0,0,1049,0,40,40,0.0,0.0,0.003747,0.003147,0.0006,0
34,2,2.2009217739105225,1.76424241065979,1092,0,0,1092,0,40,40,0.0,0.0,0.003876,0.003276,0.0006,0
35,2,1.5020947456359863,1.0603840351104736,777,0,0,777,0,40,40,0.0,0.0,0.002931,0.002331,0.0006,0
36,2,1.5254316329956055,1.0840129852294922,1286,0,0,1286,0,40,40,0.0,0.0,0.004458,0.003858,0.0006,1
37,2,1.8324005603790283,1.410111665725708,918,0,0,918,0,40,40,0.0,0.0,0.003354,0.002754,0.0006,0
38,2,1.8459198474884033,1.4225645065307617,1091,0,0,1091,0,40,40,0.0,0.0,0.003873,0.003273,0.0006,0
39,2,1.8152861595153809,1.3699584007263184,1096,0,0,1096,0,40,40,0.0,0.0,0.003888,0.003288,0.0006,0
40,2,1.715555191040039,1.2796685695648193,900,0,0,900,0,40,40,0.0,0.0,0.0033,0.0027,0.0006,0
41,2,1.9322636127471924,1.520827054977417,1085,0,0,1085,0,40,40,0.0,0.0,0.003855,0.003255,0.0006,0
42,2,1.5973029136657715,1.0884289741516113,857,0,0,857,0,40,40,0.0,0.0,0.003171,0.002571,0.0006,0
43,2,1.689098834991455,1.1100411415100098,763,0,0,763,0,39,39,0.0,0.0,0.002874,0.002289,0.000585,0
44,2,1.8705573081970215,1.3380887508392334,902,0,0,902,0,40,40,0.0,0.0,0.003306,0.002706,0.0006,0
45,2,1.5727934837341309,1.119950771331787,874,0,0,874,0,40,40,0.0,0.0,0.003222,0.002622,0.0006,0
46,2,1.991382122039795,1.244497299194336,838,0,0,838,0,40,40,0.0,0.0,0.003114,0.002514,0.0006,0
47,2,1.6041553020477295,1.295121431350708,1047,0,0,1047,0,40,40,0.0,0.0,0.003741,0.003141,0.0006,0
48,2,1.9030423164367676,1.4636106491088867,766,0,0,766,0,39,39,0.0,0.0,0.002883,0.002298,0.000585,0
49,2,2.119675874710083,1.6634562015533447,1108,0,0,1108,0,40,40,0.0,0.0,0.003924,0.003324,0.0006,0
50,2,1.603975534439087,1.1250865459442139,613,0,0,613,0,40,40,0.0,0.0,0.002439,0.001839,0.0006,0
