batch_size,precision,recall,f1,true_positives,false_positives,false_negatives,num_ground_truth,pool_size,total_latency_secs,total_llm_calls,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,1.0,1.0,1.0,1,0,0,1,100,202.31128072738647,100,71914,0,0,71914,0,2396,2396,0.0,0.0,0.251682,0.21574200000000004,0.035939999999999944
2,1.0,1.0,1.0,1,0,0,1,100,99.46209526062012,50,47114,0,0,47114,0,1996,1996,0.0,0.0,0.171282,0.141342,0.02993999999999999
5,1.0,1.0,1.0,1,0,0,1,100,51.70221519470215,20,32234,0,0,32234,0,1756,1756,0.0,0.0,0.12304199999999997,0.096702,0.02634000000000001
10,1.0,1.0,1.0,1,0,0,1,100,33.6240918636322,10,27274,0,0,27274,0,1676,1676,0.0,0.0,0.10696200000000002,0.081822,0.025140000000000003
20,1.0,1.0,1.0,1,0,0,1,100,26.06726598739624,5,24794,0,0,24794,0,1636,1636,0.0,0.0,0.098922,0.074382,0.02454
50,1.0,1.0,1.0,1,0,0,1,100,24.349320888519287,2,23306,0,0,23306,0,1512,1512,0.0,0.0,0.092598,0.06991800000000001,0.02268
100,1.0,1.0,1.0,1,0,0,1,100,23.265241384506226,1,22810,0,0,22810,0,1376,1376,0.0,0.0,0.08907,0.06843,0.02064
