batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
1,20,2.2541890144348145,0.5180130004882812,1027,0,0,1027,0,251,251,0.0,0.0,0.00051915,0.0002054,0.00031375,11
2,20,3.6299710273742676,0.8516571521759033,1110,0,0,1110,0,253,253,0.0,0.0,0.00053825,0.000222,0.00031625,10
3,20,2.4049289226531982,0.48502016067504883,1222,0,0,1222,0,253,253,0.0,0.0,0.00056065,0.0002444,0.00031625,14
4,20,2.1046531200408936,0.5244967937469482,1016,0,0,1016,0,251,251,0.0,0.0,0.00051695,0.0002032,0.00031375,12
5,20,2.8738691806793213,0.5944459438323975,1190,0,0,1190,0,250,250,0.0,0.0,0.0005505,0.000238,0.0003125,8
