batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
1,25,2.6456401348114014,0.5283961296081543,1278,0,0,1278,0,311,311,0.0,0.0,0.00064435,0.0002556,0.00038875,16
2,25,3.183257818222046,0.7817866802215576,1395,0,0,1395,0,313,313,0.0,0.0,0.00067025,0.000279,0.00039125,13
3,25,3.8991739749908447,1.8848671913146973,1250,0,0,1250,0,310,310,0.0,0.0,0.0006375,0.00025,0.0003875,17
4,25,3.1845309734344482,1.2273569107055664,1393,0,0,1393,0,310,310,0.0,0.0,0.0006661,0.0002786,0.0003875,10
