batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
23,1,0.7176711559295654,0.45351099967956543,306,0,0,306,0,26,26,0.0,0.0,9.37e-05,6.12e-05,3.25e-05,1
24,1,1.005228042602539,0.8161919116973877,295,0,0,295,0,26,26,0.0,0.0,9.15e-05,5.9e-05,3.25e-05,1
25,1,0.691918134689331,0.521108865737915,312,0,0,312,0,26,26,0.0,0.0,9.49e-05,6.24e-05,3.25e-05,1
26,1,0.8685059547424316,0.6893289089202881,282,0,0,282,0,26,26,0.0,0.0,8.89e-05,5.64e-05,3.25e-05,0
27,1,0.7225947380065918,0.5093512535095215,285,0,0,285,0,25,25,0.0,0.0,8.825e-05,5.7e-05,3.125e-05,0
28,1,0.8359501361846924,0.49187207221984863,295,0,0,295,0,26,26,0.0,0.0,9.15e-05,5.9e-05,3.25e-05,0
29,1,1.035383939743042,0.587460994720459,292,0,0,292,0,26,26,0.0,0.0,9.09e-05,5.84e-05,3.25e-05,0
30,1,0.903292179107666,0.8307499885559082,280,0,0,280,0,26,26,0.0,0.0,8.85e-05,5.6e-05,3.25e-05,0
31,1,0.9231791496276855,0.7239110469818115,286,0,0,286,0,26,26,0.0,0.0,8.97e-05,5.72e-05,3.25e-05,1
32,1,0.8610649108886719,0.5552499294281006,292,0,0,292,0,26,26,0.0,0.0,9.09e-05,5.84e-05,3.25e-05,0
33,1,0.7017197608947754,0.492387056350708,310,0,0,310,0,26,26,0.0,0.0,9.45e-05,6.2e-05,3.25e-05,0
34,1,0.965609073638916,0.7638950347900391,275,0,0,275,0,26,26,0.0,0.0,8.75e-05,5.5e-05,3.25e-05,1
35,1,1.0061378479003906,0.8767638206481934,309,0,0,309,0,26,26,0.0,0.0,9.43e-05,6.18e-05,3.25e-05,1
36,1,0.8968930244445801,0.5160043239593506,315,0,0,315,0,26,26,0.0,0.0,9.55e-05,6.3e-05,3.25e-05,0
37,1,0.7089347839355469,0.48675990104675293,303,0,0,303,0,26,26,0.0,0.0,9.31e-05,6.06e-05,3.25e-05,1
38,1,0.8300082683563232,0.6854772567749023,276,0,0,276,0,26,26,0.0,0.0,8.77e-05,5.52e-05,3.25e-05,1
39,1,1.039874792098999,0.8127241134643555,290,0,0,290,0,26,26,0.0,0.0,9.05e-05,5.8e-05,3.25e-05,0
40,1,0.6885192394256592,0.5157699584960938,285,0,0,285,0,26,26,0.0,0.0,8.95e-05,5.7e-05,3.25e-05,1
41,1,0.9493250846862793,0.45936083793640137,308,0,0,308,0,26,26,0.0,0.0,9.41e-05,6.16e-05,3.25e-05,0
42,1,1.0320148468017578,0.6063008308410645,307,0,0,307,0,26,26,0.0,0.0,9.39e-05,6.14e-05,3.25e-05,1
43,1,1.023770809173584,0.5565900802612305,300,0,0,300,0,26,26,0.0,0.0,9.25e-05,6e-05,3.25e-05,1
44,1,0.7863569259643555,0.5691990852355957,310,0,0,310,0,26,26,0.0,0.0,9.45e-05,6.2e-05,3.25e-05,0
45,1,1.3128721714019775,1.2371079921722412,296,0,0,296,0,26,26,0.0,0.0,9.17e-05,5.92e-05,3.25e-05,0
46,1,0.7178428173065186,0.44987916946411133,308,0,0,308,0,26,26,0.0,0.0,9.41e-05,6.16e-05,3.25e-05,1
47,1,1.5879848003387451,1.5312750339508057,305,0,0,305,0,26,26,0.0,0.0,9.35e-05,6.1e-05,3.25e-05,1
48,1,1.0157160758972168,0.7807519435882568,316,0,0,316,0,26,26,0.0,0.0,9.57e-05,6.32e-05,3.25e-05,1
49,1,0.7805008888244629,0.505695104598999,292,0,0,292,0,26,26,0.0,0.0,9.09e-05,5.84e-05,3.25e-05,1
50,1,0.8427960872650146,0.5456619262695312,310,0,0,310,0,26,26,0.0,0.0,9.45e-05,6.2e-05,3.25e-05,1
51,1,0.9910500049591064,0.8071689605712891,286,0,0,286,0,26,26,0.0,0.0,8.97e-05,5.72e-05,3.25e-05,0
52,1,0.6341099739074707,0.4009578227996826,317,0,0,317,0,26,26,0.0,0.0,9.59e-05,6.34e-05,3.25e-05,1
53,1,1.2561841011047363,1.2145929336547852,291,0,0,291,0,26,26,0.0,0.0,9.07e-05,5.82e-05,3.25e-05,1
54,1,1.0272138118743896,0.7537670135498047,286,0,0,286,0,26,26,0.0,0.0,8.97e-05,5.72e-05,3.25e-05,1
55,1,0.7613942623138428,0.6125898361206055,292,0,0,292,0,26,26,0.0,0.0,9.09e-05,5.84e-05,3.25e-05,0
56,1,1.0932939052581787,0.7955179214477539,307,0,0,307,0,26,26,0.0,0.0,9.39e-05,6.14e-05,3.25e-05,1
57,1,1.4532997608184814,1.2130906581878662,269,0,0,269,0,25,25,0.0,0.0,8.505e-05,5.38e-05,3.125e-05,1
58,1,0.9994907379150391,0.7814390659332275,284,0,0,284,0,26,26,0.0,0.0,8.93e-05,5.68e-05,3.25e-05,0
59,1,0.8197510242462158,0.8148260116577148,323,0,0,323,0,26,26,0.0,0.0,9.71e-05,6.46e-05,3.25e-05,0
60,1,0.8891091346740723,0.5823318958282471,287,0,0,287,0,26,26,0.0,0.0,8.99e-05,5.74e-05,3.25e-05,1
61,1,1.0006530284881592,0.9961059093475342,268,0,0,268,0,26,26,0.0,0.0,8.61e-05,5.36e-05,3.25e-05,0
62,1,2.588555097579956,0.7459099292755127,269,0,0,269,0,26,26,0.0,0.0,8.63e-05,5.38e-05,3.25e-05,0
63,1,0.7900662422180176,0.7429230213165283,272,0,0,272,0,26,26,0.0,0.0,8.69e-05,5.44e-05,3.25e-05,1
64,1,0.6998879909515381,0.4663858413696289,303,0,0,303,0,25,25,0.0,0.0,9.185e-05,6.06e-05,3.125e-05,1
65,1,2.067646026611328,2.062433958053589,288,0,0,288,0,26,26,0.0,0.0,9.01e-05,5.76e-05,3.25e-05,0
66,1,0.621959924697876,0.39539003372192383,304,0,0,304,0,26,26,0.0,0.0,9.33e-05,6.08e-05,3.25e-05,1
67,1,0.7930572032928467,0.4679749011993408,301,0,0,301,0,26,26,0.0,0.0,9.27e-05,6.02e-05,3.25e-05,0
68,1,0.6446681022644043,0.4795839786529541,286,0,0,286,0,26,26,0.0,0.0,8.97e-05,5.72e-05,3.25e-05,1
69,1,0.8514201641082764,0.5735609531402588,279,0,0,279,0,25,25,0.0,0.0,8.705e-05,5.58e-05,3.125e-05,1
70,1,1.1145029067993164,1.0425729751586914,300,0,0,300,0,26,26,0.0,0.0,9.25e-05,6e-05,3.25e-05,1
71,1,1.188843011856079,0.6252460479736328,270,0,0,270,0,25,25,0.0,0.0,8.525e-05,5.4e-05,3.125e-05,0
72,1,0.8502137660980225,0.6496508121490479,319,0,0,319,0,26,26,0.0,0.0,9.63e-05,6.38e-05,3.25e-05,1
73,1,1.1145431995391846,0.545112133026123,282,0,0,282,0,26,26,0.0,0.0,8.89e-05,5.64e-05,3.25e-05,1
74,1,1.114015817642212,0.5904016494750977,288,0,0,288,0,26,26,0.0,0.0,9.01e-05,5.76e-05,3.25e-05,1
75,1,0.7938580513000488,0.5414330959320068,302,0,0,302,0,26,26,0.0,0.0,9.29e-05,6.04e-05,3.25e-05,1
76,1,0.9059000015258789,0.717318058013916,306,0,0,306,0,26,26,0.0,0.0,9.37e-05,6.12e-05,3.25e-05,1
77,1,0.9411540031433105,0.8298349380493164,281,0,0,281,0,26,26,0.0,0.0,8.87e-05,5.62e-05,3.25e-05,0
78,1,0.6955657005310059,0.462770938873291,283,0,0,283,0,26,26,0.0,0.0,8.91e-05,5.66e-05,3.25e-05,0
79,1,1.3021059036254883,1.038451910018921,283,0,0,283,0,26,26,0.0,0.0,8.91e-05,5.66e-05,3.25e-05,1
80,1,0.8346340656280518,0.609320878982544,306,0,0,306,0,26,26,0.0,0.0,9.37e-05,6.12e-05,3.25e-05,0
81,1,0.7709369659423828,0.5379419326782227,298,0,0,298,0,26,26,0.0,0.0,9.21e-05,5.96e-05,3.25e-05,0
82,1,1.0743846893310547,0.7475650310516357,288,0,0,288,0,26,26,0.0,0.0,9.01e-05,5.76e-05,3.25e-05,1
83,1,0.7250146865844727,0.42891716957092285,324,0,0,324,0,26,26,0.0,0.0,9.73e-05,6.48e-05,3.25e-05,0
84,1,1.17864990234375,0.8278529644012451,303,0,0,303,0,26,26,0.0,0.0,9.31e-05,6.06e-05,3.25e-05,0
85,1,1.091783046722412,0.8784632682800293,319,0,0,319,0,26,26,0.0,0.0,9.63e-05,6.38e-05,3.25e-05,1
86,1,0.8737590312957764,0.6119720935821533,298,0,0,298,0,25,25,0.0,0.0,9.085e-05,5.96e-05,3.125e-05,1
87,1,0.8540873527526855,0.5147280693054199,307,0,0,307,0,26,26,0.0,0.0,9.39e-05,6.14e-05,3.25e-05,0
88,1,0.8140549659729004,0.5774261951446533,320,0,0,320,0,26,26,0.0,0.0,9.65e-05,6.4e-05,3.25e-05,0
89,1,0.7576031684875488,0.6017510890960693,302,0,0,302,0,26,26,0.0,0.0,9.29e-05,6.04e-05,3.25e-05,0
90,1,0.7396600246429443,0.4861569404602051,315,0,0,315,0,26,26,0.0,0.0,9.55e-05,6.3e-05,3.25e-05,0
91,1,0.8008651733398438,0.5399599075317383,273,0,0,273,0,25,25,0.0,0.0,8.585e-05,5.46e-05,3.125e-05,0
92,1,0.7362010478973389,0.5220210552215576,290,0,0,290,0,26,26,0.0,0.0,9.05e-05,5.8e-05,3.25e-05,1
93,1,1.150123119354248,0.8538200855255127,286,0,0,286,0,26,26,0.0,0.0,8.97e-05,5.72e-05,3.25e-05,1
94,1,1.6729071140289307,0.6118810176849365,307,0,0,307,0,26,26,0.0,0.0,9.39e-05,6.14e-05,3.25e-05,0
95,1,1.0056378841400146,0.6937322616577148,304,0,0,304,0,26,26,0.0,0.0,9.33e-05,6.08e-05,3.25e-05,0
96,1,1.9142041206359863,1.6490890979766846,268,0,0,268,0,25,25,0.0,0.0,8.485e-05,5.36e-05,3.125e-05,0
97,1,0.9753611087799072,0.6943390369415283,304,0,0,304,0,26,26,0.0,0.0,9.33e-05,6.08e-05,3.25e-05,1
98,1,1.0599627494812012,1.058093786239624,301,0,0,301,0,26,26,0.0,0.0,9.27e-05,6.02e-05,3.25e-05,0
99,1,1.068734884262085,0.8621408939361572,271,0,0,271,0,25,25,0.0,0.0,8.545e-05,5.42e-05,3.125e-05,1
100,1,0.8638179302215576,0.5628929138183594,283,0,0,283,0,26,26,0.0,0.0,8.91e-05,5.66e-05,3.25e-05,1
