batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
1,50,4.413549184799194,0.5432460308074951,2424,0,0,2424,0,610,610,0.0,0.0,0.0012473,0.0004848,0.0007625,29
2,50,4.412569761276245,0.4284207820892334,2393,0,0,2393,0,606,606,0.0,0.0,0.0012361,0.0004786,0.0007575,26
