batch_number,num_reviews_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_positive
1,2,1.0687520503997803,0.810844898223877,330,0,0,330,0,38,38,0.0,0.0,0.0001135,6.6e-05,4.75e-05,1
2,2,0.7147002220153809,0.40772104263305664,354,0,0,354,0,38,38,0.0,0.0,0.0001183,7.08e-05,4.75e-05,1
3,2,0.9537839889526367,0.7072498798370361,312,0,0,312,0,37,37,0.0,0.0,0.00010865,6.24e-05,4.625e-05,1
4,2,1.39149808883667,1.3024661540985107,343,0,0,343,0,38,38,0.0,0.0,0.0001161,6.86e-05,4.75e-05,1
5,2,0.8178310394287109,0.47703003883361816,349,0,0,349,0,38,38,0.0,0.0,0.0001173,6.98e-05,4.75e-05,1
6,2,0.7474579811096191,0.42130303382873535,339,0,0,339,0,38,38,0.0,0.0,0.0001153,6.78e-05,4.75e-05,1
7,2,0.8335468769073486,0.5192039012908936,303,0,0,303,0,37,37,0.0,0.0,0.00010685,6.06e-05,4.625e-05,0
8,2,1.0044138431549072,0.7322978973388672,300,0,0,300,0,37,37,0.0,0.0,0.00010625,6e-05,4.625e-05,1
9,2,1.2256968021392822,0.750115156173706,335,0,0,335,0,38,38,0.0,0.0,0.0001145,6.7e-05,4.75e-05,2
10,2,3.1835808753967285,0.7067790031433105,332,0,0,332,0,38,38,0.0,0.0,0.0001139,6.64e-05,4.75e-05,2
11,2,0.9538202285766602,0.5042331218719482,346,0,0,346,0,38,38,0.0,0.0,0.0001167,6.92e-05,4.75e-05,2
12,2,1.2255899906158447,0.8179569244384766,346,0,0,346,0,38,38,0.0,0.0,0.0001167,6.92e-05,4.75e-05,2
13,2,0.9832098484039307,0.5659370422363281,344,0,0,344,0,38,38,0.0,0.0,0.0001163,6.88e-05,4.75e-05,1
14,2,1.3153860569000244,1.0125281810760498,326,0,0,326,0,37,37,0.0,0.0,0.00011145,6.52e-05,4.625e-05,0
15,2,1.3118259906768799,1.0239877700805664,322,0,0,322,0,38,38,0.0,0.0,0.0001119,6.44e-05,4.75e-05,0
16,2,0.9009349346160889,0.49393606185913086,323,0,0,323,0,38,38,0.0,0.0,0.0001121,6.46e-05,4.75e-05,1
17,2,0.7767519950866699,0.4672200679779053,340,0,0,340,0,38,38,0.0,0.0,0.0001155,6.8e-05,4.75e-05,1
18,2,1.1079487800598145,0.8060657978057861,372,0,0,372,0,38,38,0.0,0.0,0.0001219,7.44e-05,4.75e-05,1
19,2,0.7503440380096436,0.41725587844848633,328,0,0,328,0,38,38,0.0,0.0,0.0001131,6.56e-05,4.75e-05,2
20,2,0.8370170593261719,0.49848294258117676,325,0,0,325,0,38,38,0.0,0.0,0.0001125,6.5e-05,4.75e-05,1
21,2,1.0955610275268555,0.696526050567627,366,0,0,366,0,38,38,0.0,0.0,0.0001207,7.32e-05,4.75e-05,1
22,2,1.1062469482421875,0.7632749080657959,359,0,0,359,0,38,38,0.0,0.0,0.0001193,7.18e-05,4.75e-05,1
23,2,1.315786361694336,1.0634450912475586,355,0,0,355,0,38,38,0.0,0.0,0.0001185,7.1e-05,4.75e-05,1
24,2,1.1011137962341309,0.4814419746398926,370,0,0,370,0,38,38,0.0,0.0,0.0001215,7.4e-05,4.75e-05,2
25,2,0.9948701858520508,0.7655837535858154,348,0,0,348,0,38,38,0.0,0.0,0.0001171,6.96e-05,4.75e-05,2
26,2,1.0390629768371582,0.6553621292114258,350,0,0,350,0,38,38,0.0,0.0,0.0001175,7e-05,4.75e-05,1
27,2,0.9415290355682373,0.4931342601776123,325,0,0,325,0,38,38,0.0,0.0,0.0001125,6.5e-05,4.75e-05,2
28,2,0.8388080596923828,0.536494255065918,351,0,0,351,0,38,38,0.0,0.0,0.0001177,7.02e-05,4.75e-05,1
29,2,1.0575058460235596,0.7521207332611084,303,0,0,303,0,37,37,0.0,0.0,0.00010685,6.06e-05,4.625e-05,1
30,2,1.1256330013275146,0.4583711624145508,367,0,0,367,0,38,38,0.0,0.0,0.0001209,7.34e-05,4.75e-05,1
31,2,0.8614258766174316,0.554157018661499,290,0,0,290,0,38,38,0.0,0.0,0.0001055,5.8e-05,4.75e-05,0
32,2,1.079982042312622,0.7768487930297852,322,0,0,322,0,37,37,0.0,0.0,0.00011065,6.44e-05,4.625e-05,2
33,2,0.8036239147186279,0.5519082546234131,343,0,0,343,0,38,38,0.0,0.0,0.0001161,6.86e-05,4.75e-05,1
34,2,1.8266940116882324,0.5124108791351318,332,0,0,332,0,38,38,0.0,0.0,0.0001139,6.64e-05,4.75e-05,2
35,2,2.062901020050049,1.8568167686462402,324,0,0,324,0,37,37,0.0,0.0,0.00011105,6.48e-05,4.625e-05,2
36,2,1.1062557697296143,0.6913259029388428,337,0,0,337,0,37,37,0.0,0.0,0.00011365,6.74e-05,4.625e-05,1
37,2,1.0061168670654297,0.44203686714172363,322,0,0,322,0,38,38,0.0,0.0,0.0001119,6.44e-05,4.75e-05,2
38,2,1.026602029800415,0.47059202194213867,354,0,0,354,0,38,38,0.0,0.0,0.0001183,7.08e-05,4.75e-05,2
39,2,0.7264819145202637,0.407304048538208,314,0,0,314,0,38,38,0.0,0.0,0.0001103,6.28e-05,4.75e-05,0
40,2,0.8454430103302002,0.5642049312591553,339,0,0,339,0,38,38,0.0,0.0,0.0001153,6.78e-05,4.75e-05,1
41,2,0.9269530773162842,0.6638741493225098,342,0,0,342,0,38,38,0.0,0.0,0.0001159,6.84e-05,4.75e-05,1
42,2,1.0978708267211914,0.7630670070648193,380,0,0,380,0,38,38,0.0,0.0,0.0001235,7.6e-05,4.75e-05,0
