batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,1,1.4523088932037354,1.3963758945465088,426,0,0,426,0,17,17,0.0,0.0,0.000264,0.000213,5.1e-05
2,1,1.0323641300201416,0.9857511520385742,418,0,0,418,0,16,16,0.0,0.0,0.000257,0.000209,4.8e-05
3,1,1.1605849266052246,1.1088957786560059,430,0,0,430,0,15,15,0.0,0.0,0.00026,0.000215,4.5e-05
4,1,1.2086868286132812,1.20725679397583,426,0,0,426,0,16,16,0.0,0.0,0.000261,0.000213,4.8e-05
5,1,1.4363479614257812,0.9937200546264648,419,0,0,419,0,16,16,0.0,0.0,0.0002575,0.0002095,4.8e-05
6,1,1.1203930377960205,1.0841362476348877,412,0,0,412,0,17,17,0.0,0.0,0.000257,0.000206,5.1e-05
7,1,1.122419834136963,1.1201226711273193,428,0,0,428,0,15,15,0.0,0.0,0.000259,0.000214,4.5e-05
8,1,0.9825258255004883,0.9475677013397217,406,0,0,406,0,15,15,0.0,0.0,0.000248,0.000203,4.5e-05
9,1,1.0673441886901855,1.0534508228302002,409,0,0,409,0,16,16,0.0,0.0,0.0002525,0.0002045,4.8e-05
10,1,0.9974491596221924,0.9424998760223389,434,0,0,434,0,16,16,0.0,0.0,0.000265,0.000217,4.8e-05
11,1,1.128830909729004,1.1270051002502441,415,0,0,415,0,16,16,0.0,0.0,0.0002555,0.0002075,4.8e-05
12,1,1.0333411693572998,1.015615463256836,426,0,0,426,0,16,16,0.0,0.0,0.000261,0.000213,4.8e-05
13,1,1.0393102169036865,1.006138801574707,418,0,0,418,0,16,16,0.0,0.0,0.000257,0.000209,4.8e-05
14,1,0.9892680644989014,0.9862658977508545,428,0,0,428,0,15,15,0.0,0.0,0.000259,0.000214,4.5e-05
15,1,1.1665947437286377,1.1297149658203125,434,0,0,434,0,17,17,0.0,0.0,0.000268,0.000217,5.1e-05
16,1,1.159553050994873,1.0416908264160156,424,0,0,424,0,16,16,0.0,0.0,0.00026,0.000212,4.8e-05
17,1,1.043741226196289,1.0367727279663086,423,0,0,423,0,15,15,0.0,0.0,0.0002565,0.0002115,4.5e-05
