batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,5,1.3197240829467773,1.051455020904541,622,0,0,622,0,64,64,0.0,0.0,0.000503,0.000311,0.000192
2,5,1.5887460708618164,1.3609302043914795,578,0,0,578,0,64,64,0.0,0.0,0.000481,0.000289,0.000192
3,5,1.145606279373169,1.045400619506836,622,0,0,622,0,65,65,0.0,0.0,0.000506,0.000311,0.000195
4,5,1.2752900123596191,1.1327028274536133,616,0,0,616,0,61,61,0.0,0.0,0.000491,0.000308,0.000183
5,5,1.6902248859405518,1.1793389320373535,579,0,0,579,0,64,64,0.0,0.0,0.0004815,0.0002895,0.000192
6,5,1.473616123199463,1.2608420848846436,607,0,0,607,0,65,65,0.0,0.0,0.0004985,0.0003035,0.000195
7,5,1.3874728679656982,1.0006320476531982,575,0,0,575,0,65,65,0.0,0.0,0.0004825,0.0002875,0.000195
8,5,1.2370779514312744,1.0137789249420166,598,0,0,598,0,62,62,0.0,0.0,0.000485,0.000299,0.000186
9,5,1.1905231475830078,1.0045418739318848,599,0,0,599,0,64,64,0.0,0.0,0.0004915,0.0002995,0.000192
10,5,1.298388957977295,1.078524112701416,612,0,0,612,0,63,63,0.0,0.0,0.000495,0.000306,0.000189
11,5,1.3962161540985107,1.159749984741211,595,0,0,595,0,66,66,0.0,0.0,0.0004955,0.0002975,0.000198
12,5,1.3102819919586182,1.068084955215454,564,0,0,564,0,65,65,0.0,0.0,0.000477,0.000282,0.000195
13,5,1.2318148612976074,1.0087239742279053,581,0,0,581,0,65,65,0.0,0.0,0.0004855,0.0002905,0.000195
14,5,1.3847780227661133,1.1748631000518799,578,0,0,578,0,65,65,0.0,0.0,0.000484,0.000289,0.000195
15,5,1.7350568771362305,1.5265002250671387,579,0,0,579,0,65,65,0.0,0.0,0.0004845,0.0002895,0.000195
16,5,1.16739821434021,0.9603900909423828,601,0,0,601,0,64,64,0.0,0.0,0.0004925,0.0003005,0.000192
17,5,1.4574310779571533,1.4434797763824463,567,0,0,567,0,65,65,0.0,0.0,0.0004785,0.0002835,0.000195
18,5,1.2133190631866455,0.9990701675415039,580,0,0,580,0,67,67,0.0,0.0,0.000491,0.00029,0.000201
19,5,1.5091540813446045,1.391083002090454,603,0,0,603,0,66,66,0.0,0.0,0.0004995,0.0003015,0.000198
20,5,1.9229791164398193,1.714643955230713,589,0,0,589,0,66,66,0.0,0.0,0.0004925,0.0002945,0.000198
