batch_size,accuracy,total_tweets,correct,total_latency_secs,total_llm_calls,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,0.73,100,73,116.25513768196106,100,41824,0,0,41824,0,1605,1605,0.0,0.0,0.025726999999999993,0.020912000000000004,0.0048149999999999955
2,0.73,100,73,59.64374351501465,50,23086,0,0,23086,0,1405,1405,0.0,0.0,0.015758,0.011543000000000001,0.004214999999999997
5,0.67,100,67,27.935099840164185,20,11845,0,0,11845,0,1291,1291,0.0,0.0,0.009795499999999999,0.005922499999999998,0.003872999999999999
10,0.7,100,70,15.914291858673096,10,8118,0,0,8118,0,1247,1247,0.0,0.0,0.0078,0.004059,0.003740999999999999
20,0.7,100,70,20.21626615524292,5,6144,0,0,6144,0,1223,1223,0.0,0.0,0.006741,0.003072,0.0036690000000000004
25,0.72,100,72,9.076727867126465,4,5917,0,0,5917,0,1218,1218,0.0,0.0,0.0066125,0.0029585,0.003654
50,0.74,100,74,7.228619337081909,2,5186,0,0,5186,0,1210,1210,0.0,0.0,0.006223,0.002593,0.00363
100,0.77,100,77,8.2186439037323,1,4825,0,0,4825,0,1604,1604,0.0,0.0,0.0072245,0.0024125,0.004812
