batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
40,1,1.4050548076629639,0.7671077251434326,382,0,0,382,0,26,26,0.0,0.0,0.001345,0.000955,0.00039
41,1,0.8922793865203857,0.6410129070281982,371,0,0,371,0,25,25,0.0,0.0,0.0013025,0.0009275,0.000375
42,1,0.9925775527954102,0.6939103603363037,349,0,0,349,0,26,26,0.0,0.0,0.0012625,0.0008725,0.00039
43,1,0.8730669021606445,0.5936427116394043,367,0,0,367,0,25,25,0.0,0.0,0.0012925,0.0009175,0.000375
44,1,0.9186100959777832,0.6794531345367432,368,0,0,368,0,24,24,0.0,0.0,0.00128,0.00092,0.00036
45,1,1.1306815147399902,0.8320233821868896,377,0,0,377,0,25,25,0.0,0.0,0.0013175,0.0009425,0.000375
46,1,1.3980977535247803,1.1359341144561768,358,0,0,358,0,25,25,0.0,0.0,0.00127,0.000895,0.000375
47,1,0.9493367671966553,0.6594274044036865,360,0,0,360,0,24,24,0.0,0.0,0.00126,0.0009,0.00036
48,1,0.9500129222869873,0.6852257251739502,386,0,0,386,0,25,25,0.0,0.0,0.00134,0.000965,0.000375
49,1,0.8409602642059326,0.5826709270477295,370,0,0,370,0,25,25,0.0,0.0,0.0013,0.000925,0.000375
50,1,1.0271925926208496,0.7008650302886963,370,0,0,370,0,25,25,0.0,0.0,0.0013,0.000925,0.000375
51,1,0.8379263877868652,0.573199987411499,365,0,0,365,0,26,26,0.0,0.0,0.0013025,0.0009125,0.00039
52,1,0.9339621067047119,0.6660103797912598,357,0,0,357,0,26,26,0.0,0.0,0.0012825,0.0008925,0.00039
53,1,1.1759347915649414,0.8856565952301025,377,0,0,377,0,26,26,0.0,0.0,0.0013325,0.0009425,0.00039
54,1,0.9322676658630371,0.6822798252105713,370,0,0,370,0,26,26,0.0,0.0,0.001315,0.000925,0.00039
55,1,2.291609048843384,0.9140422344207764,368,0,0,368,0,25,25,0.0,0.0,0.001295,0.00092,0.000375
56,1,0.8510634899139404,0.5838563442230225,361,0,0,361,0,25,25,0.0,0.0,0.0012775,0.0009025,0.000375
57,1,0.9381465911865234,0.6754941940307617,347,0,0,347,0,25,25,0.0,0.0,0.0012425,0.0008675,0.000375
58,1,0.9484686851501465,0.6740283966064453,364,0,0,364,0,26,26,0.0,0.0,0.0013,0.00091,0.00039
59,1,0.9561612606048584,0.6877434253692627,365,0,0,365,0,25,25,0.0,0.0,0.0012875,0.0009125,0.000375
60,1,1.5952999591827393,1.3034517765045166,355,0,0,355,0,25,25,0.0,0.0,0.0012625,0.0008875,0.000375
61,1,1.3365840911865234,0.8232471942901611,369,0,0,369,0,24,24,0.0,0.0,0.0012825,0.0009225,0.00036
62,1,1.0930140018463135,0.8006415367126465,366,0,0,366,0,25,25,0.0,0.0,0.00129,0.000915,0.000375
63,1,0.9759540557861328,0.7160983085632324,357,0,0,357,0,26,26,0.0,0.0,0.0012825,0.0008925,0.00039
64,1,0.9168522357940674,0.6966936588287354,360,0,0,360,0,26,26,0.0,0.0,0.00129,0.0009,0.00039
65,1,0.87217116355896,0.5854341983795166,358,0,0,358,0,25,25,0.0,0.0,0.00127,0.000895,0.000375
66,1,1.0512430667877197,0.7609555721282959,367,0,0,367,0,25,25,0.0,0.0,0.0012925,0.0009175,0.000375
67,1,0.8958845138549805,0.6156010627746582,364,0,0,364,0,26,26,0.0,0.0,0.0013,0.00091,0.00039
68,1,1.0420923233032227,0.7359967231750488,367,0,0,367,0,25,25,0.0,0.0,0.0012925,0.0009175,0.000375
69,1,1.038175106048584,0.7378013134002686,356,0,0,356,0,25,25,0.0,0.0,0.001265,0.00089,0.000375
70,1,1.1858458518981934,0.9077916145324707,365,0,0,365,0,25,25,0.0,0.0,0.0012875,0.0009125,0.000375
71,1,1.0132312774658203,0.7320830821990967,359,0,0,359,0,24,24,0.0,0.0,0.0012575,0.0008975,0.00036
72,1,1.0905473232269287,0.6517059803009033,356,0,0,356,0,26,26,0.0,0.0,0.00128,0.00089,0.00039
73,1,0.9426398277282715,0.6321275234222412,376,0,0,376,0,24,24,0.0,0.0,0.0013,0.00094,0.00036
74,1,1.0899171829223633,0.8304917812347412,356,0,0,356,0,25,25,0.0,0.0,0.001265,0.00089,0.000375
75,1,1.1577320098876953,0.7489163875579834,366,0,0,366,0,26,26,0.0,0.0,0.001305,0.000915,0.00039
76,1,0.9471607208251953,0.6857986450195312,384,0,0,384,0,24,24,0.0,0.0,0.00132,0.00096,0.00036
77,1,1.0025181770324707,0.7337324619293213,362,0,0,362,0,24,24,0.0,0.0,0.001265,0.000905,0.00036
78,1,1.1688191890716553,0.7071244716644287,369,0,0,369,0,25,25,0.0,0.0,0.0012975,0.0009225,0.000375
79,1,0.9429709911346436,0.665992021560669,365,0,0,365,0,26,26,0.0,0.0,0.0013025,0.0009125,0.00039
80,1,0.9211187362670898,0.6050732135772705,360,0,0,360,0,26,26,0.0,0.0,0.00129,0.0009,0.00039
81,1,0.8673157691955566,0.5661273002624512,352,0,0,352,0,25,25,0.0,0.0,0.001255,0.00088,0.000375
82,1,0.9639005661010742,0.6839559078216553,351,0,0,351,0,25,25,0.0,0.0,0.0012525,0.0008775,0.000375
83,1,1.0668466091156006,0.6937389373779297,370,0,0,370,0,26,26,0.0,0.0,0.001315,0.000925,0.00039
84,1,1.0759994983673096,0.8700730800628662,362,0,0,362,0,25,25,0.0,0.0,0.00128,0.000905,0.000375
85,1,0.946291446685791,0.662726879119873,370,0,0,370,0,25,25,0.0,0.0,0.0013,0.000925,0.000375
86,1,2.2169711589813232,2.2153046131134033,356,0,0,356,0,26,26,0.0,0.0,0.00128,0.00089,0.00039
87,1,0.9312217235565186,0.6439371109008789,354,0,0,354,0,26,26,0.0,0.0,0.001275,0.000885,0.00039
88,1,1.052232027053833,0.7277219295501709,376,0,0,376,0,26,26,0.0,0.0,0.00133,0.00094,0.00039
89,1,0.8994140625,0.6588191986083984,360,0,0,360,0,25,25,0.0,0.0,0.001275,0.0009,0.000375
90,1,1.104567289352417,0.7417736053466797,380,0,0,380,0,25,25,0.0,0.0,0.001325,0.00095,0.000375
91,1,0.9676330089569092,0.7023980617523193,358,0,0,358,0,24,24,0.0,0.0,0.001255,0.000895,0.00036
92,1,1.0355446338653564,0.7352190017700195,374,0,0,374,0,26,26,0.0,0.0,0.001325,0.000935,0.00039
93,1,1.0567259788513184,0.7565076351165771,362,0,0,362,0,26,26,0.0,0.0,0.001295,0.000905,0.00039
94,1,1.0243470668792725,0.6981117725372314,384,0,0,384,0,25,25,0.0,0.0,0.001335,0.00096,0.000375
95,1,1.0254337787628174,0.736910343170166,365,0,0,365,0,26,26,0.0,0.0,0.0013025,0.0009125,0.00039
96,1,0.9276275634765625,0.6714568138122559,365,0,0,365,0,26,26,0.0,0.0,0.0013025,0.0009125,0.00039
97,1,3.0053703784942627,2.702542304992676,355,0,0,355,0,26,26,0.0,0.0,0.0012775,0.0008875,0.00039
98,1,0.8529965877532959,0.5772316455841064,364,0,0,364,0,24,24,0.0,0.0,0.00127,0.00091,0.00036
99,1,1.0060703754425049,0.7155060768127441,370,0,0,370,0,26,26,0.0,0.0,0.001315,0.000925,0.00039
100,1,0.9565801620483398,0.669809103012085,376,0,0,376,0,25,25,0.0,0.0,0.001315,0.00094,0.000375
