batch_number,num_tweets_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost
1,5,1.4389655590057373,0.8255798816680908,552,0,0,552,0,64,64,0.0,0.0,0.00234,0.00138,0.00096
2,5,1.6453230381011963,0.828885555267334,519,0,0,519,0,65,65,0.0,0.0,0.0022725,0.0012975,0.000975
3,5,1.2783427238464355,0.6499614715576172,551,0,0,551,0,66,66,0.0,0.0,0.0023675,0.0013775,0.00099
4,5,1.2715167999267578,0.6355576515197754,549,0,0,549,0,63,63,0.0,0.0,0.0023175,0.0013725,0.000945
5,5,1.265730619430542,0.5790534019470215,507,0,0,507,0,65,65,0.0,0.0,0.0022425,0.0012675,0.000975
6,5,1.5654070377349854,0.9373252391815186,540,0,0,540,0,65,65,0.0,0.0,0.002325,0.00135,0.000975
7,5,1.262253761291504,0.6287822723388672,505,0,0,505,0,66,66,0.0,0.0,0.0022525,0.0012625,0.00099
8,5,1.38873291015625,0.7667343616485596,531,0,0,531,0,64,64,0.0,0.0,0.0022875,0.0013275,0.00096
9,5,1.1957311630249023,0.592228889465332,529,0,0,529,0,66,66,0.0,0.0,0.0023125,0.0013225,0.00099
10,5,1.393448829650879,0.7411773204803467,541,0,0,541,0,64,64,0.0,0.0,0.0023125,0.0013525,0.00096
11,5,1.707617998123169,0.6604948043823242,531,0,0,531,0,67,67,0.0,0.0,0.0023325,0.0013275,0.001005
12,5,1.365818738937378,0.7513022422790527,491,0,0,491,0,66,66,0.0,0.0,0.0022175,0.0012275,0.00099
13,5,1.3245816230773926,0.7138950824737549,507,0,0,507,0,66,66,0.0,0.0,0.0022575,0.0012675,0.00099
14,5,1.2141008377075195,0.5866060256958008,504,0,0,504,0,66,66,0.0,0.0,0.00225,0.00126,0.00099
15,5,1.4307503700256348,0.623615026473999,505,0,0,505,0,65,65,0.0,0.0,0.0022375,0.0012625,0.000975
16,5,1.5289089679718018,0.6267998218536377,527,0,0,527,0,65,65,0.0,0.0,0.0022925,0.0013175,0.000975
17,5,1.3448100090026855,0.636019229888916,495,0,0,495,0,66,66,0.0,0.0,0.0022275,0.0012375,0.00099
18,5,1.4928007125854492,0.7996013164520264,514,0,0,514,0,68,68,0.0,0.0,0.002305,0.001285,0.00102
19,5,1.3618731498718262,0.7316422462463379,533,0,0,533,0,67,67,0.0,0.0,0.0023375,0.0013325,0.001005
20,5,1.5993547439575195,0.7611093521118164,522,0,0,522,0,67,67,0.0,0.0,0.00231,0.001305,0.001005
