batch_number,num_papers_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_relevant
64,1,0.9480631351470947,0.657503604888916,422,0,0,422,0,27,27,0.0,0.0,0.00146,0.001055,0.000405,0
65,1,1.0139391422271729,0.7605829238891602,321,0,0,321,0,27,27,0.0,0.0,0.0012075,0.0008025,0.000405,0
66,1,3.099386215209961,0.5865886211395264,668,0,0,668,0,27,27,0.0,0.0,0.002075,0.00167,0.000405,0
67,1,0.929365873336792,0.6566414833068848,495,0,0,495,0,27,27,0.0,0.0,0.0016425,0.0012375,0.000405,0
68,1,0.8924977779388428,0.6610844135284424,551,0,0,551,0,27,27,0.0,0.0,0.0017825,0.0013775,0.000405,0
69,1,0.9384870529174805,0.6630949974060059,489,0,0,489,0,27,27,0.0,0.0,0.0016275,0.0012225,0.000405,0
70,1,0.8359010219573975,0.6107311248779297,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
71,1,0.985255241394043,0.6681146621704102,642,0,0,642,0,27,27,0.0,0.0,0.00201,0.001605,0.000405,0
72,1,1.121746301651001,0.694037914276123,537,0,0,537,0,27,27,0.0,0.0,0.0017475,0.0013425,0.000405,0
73,1,0.9191582202911377,0.6398649215698242,386,0,0,386,0,27,27,0.0,0.0,0.00137,0.000965,0.000405,0
74,1,1.0301527976989746,0.7410542964935303,498,0,0,498,0,27,27,0.0,0.0,0.00165,0.001245,0.000405,0
75,1,0.9494504928588867,0.6692371368408203,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
76,1,1.046229600906372,0.7240362167358398,720,0,0,720,0,27,27,0.0,0.0,0.002205,0.0018,0.000405,0
77,1,1.060504674911499,0.7828774452209473,577,0,0,577,0,27,27,0.0,0.0,0.0018475,0.0014425,0.000405,0
78,1,0.9085767269134521,0.6158530712127686,480,0,0,480,0,27,27,0.0,0.0,0.001605,0.0012,0.000405,0
79,1,0.9213964939117432,0.6521468162536621,410,0,0,410,0,27,27,0.0,0.0,0.00143,0.001025,0.000405,0
80,1,1.0365521907806396,0.7170395851135254,464,0,0,464,0,27,27,0.0,0.0,0.001565,0.00116,0.000405,0
81,1,0.8383898735046387,0.613121747970581,531,0,0,531,0,27,27,0.0,0.0,0.0017325,0.0013275,0.000405,0
82,1,0.999638557434082,0.7433881759643555,514,0,0,514,0,27,27,0.0,0.0,0.00169,0.001285,0.000405,0
83,1,2.77125883102417,0.6583499908447266,435,0,0,435,0,27,27,0.0,0.0,0.0014925,0.0010875,0.000405,0
84,1,3.403582811355591,2.808946371078491,400,0,0,400,0,27,27,0.0,0.0,0.001405,0.001,0.000405,0
85,1,0.9881482124328613,0.6932647228240967,406,0,0,406,0,27,27,0.0,0.0,0.00142,0.001015,0.000405,0
86,1,0.9614911079406738,0.6769227981567383,341,0,0,341,0,26,26,0.0,0.0,0.0012425,0.0008525,0.00039,0
87,1,0.8524394035339355,0.5820798873901367,461,0,0,461,0,27,27,0.0,0.0,0.0015575,0.0011525,0.000405,0
88,1,0.9783928394317627,0.6878564357757568,407,0,0,407,0,27,27,0.0,0.0,0.0014225,0.0010175,0.000405,0
89,1,0.9432294368743896,0.6362576484680176,397,0,0,397,0,27,27,0.0,0.0,0.0013975,0.0009925,0.000405,0
90,1,1.0010991096496582,0.7291972637176514,436,0,0,436,0,27,27,0.0,0.0,0.001495,0.00109,0.000405,0
91,1,0.9705169200897217,0.7104232311248779,394,0,0,394,0,27,27,0.0,0.0,0.00139,0.000985,0.000405,0
92,1,5.624306678771973,1.862062931060791,415,0,0,415,0,27,27,0.0,0.0,0.0014425,0.0010375,0.000405,0
93,1,0.9072718620300293,0.6276094913482666,564,0,0,564,0,27,27,0.0,0.0,0.001815,0.00141,0.000405,0
94,1,0.9769737720489502,0.7010588645935059,428,0,0,428,0,27,27,0.0,0.0,0.001475,0.00107,0.000405,0
95,1,0.9744195938110352,0.7368416786193848,289,0,0,289,0,26,26,0.0,0.0,0.0011125,0.0007225,0.00039,0
96,1,0.9944422245025635,0.6925663948059082,456,0,0,456,0,27,27,0.0,0.0,0.001545,0.00114,0.000405,0
97,1,1.0019276142120361,0.7220048904418945,488,0,0,488,0,27,27,0.0,0.0,0.001625,0.00122,0.000405,0
98,1,1.0004537105560303,0.7287745475769043,578,0,0,578,0,27,27,0.0,0.0,0.00185,0.001445,0.000405,0
99,1,1.008141279220581,0.6560075283050537,333,0,0,333,0,27,27,0.0,0.0,0.0012375,0.0008325,0.000405,0
100,1,0.9073622226715088,0.6542024612426758,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
