batch_number,num_papers_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_relevant
1,1,2.0012431144714355,1.5080583095550537,390,0,0,390,0,27,27,0.0,0.0,0.00138,0.000975,0.000405,0
2,1,1.0737218856811523,0.7265591621398926,516,0,0,516,0,27,27,0.0,0.0,0.001695,0.00129,0.000405,0
3,1,0.9309790134429932,0.6513233184814453,426,0,0,426,0,27,27,0.0,0.0,0.00147,0.001065,0.000405,0
4,1,0.90500807762146,0.6286320686340332,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
5,1,0.9670169353485107,0.6825830936431885,423,0,0,423,0,27,27,0.0,0.0,0.0014625,0.0010575,0.000405,0
6,1,0.9894981384277344,0.7221946716308594,410,0,0,410,0,27,27,0.0,0.0,0.00143,0.001025,0.000405,0
7,1,1.0248608589172363,0.6924464702606201,445,0,0,445,0,27,27,0.0,0.0,0.0015175,0.0011125,0.000405,0
8,1,0.9942684173583984,0.7691688537597656,375,0,0,375,0,27,27,0.0,0.0,0.0013425,0.0009375,0.000405,0
9,1,0.8611743450164795,0.5976822376251221,395,0,0,395,0,27,27,0.0,0.0,0.0013925,0.0009875,0.000405,0
10,1,0.980499267578125,0.6820211410522461,1565,0,0,1565,0,27,27,0.0,0.0,0.0043175,0.0039125,0.000405,0
11,1,0.9281120300292969,0.686499834060669,389,0,0,389,0,27,27,0.0,0.0,0.0013775,0.0009725,0.000405,0
12,1,0.8332087993621826,0.6128439903259277,439,0,0,439,0,27,27,0.0,0.0,0.0015025,0.0010975,0.000405,0
13,1,0.8508977890014648,0.5995445251464844,392,0,0,392,0,27,27,0.0,0.0,0.001385,0.00098,0.000405,0
14,1,0.9439504146575928,0.6730318069458008,461,0,0,461,0,27,27,0.0,0.0,0.0015575,0.0011525,0.000405,0
15,1,1.0474953651428223,0.7605047225952148,519,0,0,519,0,27,27,0.0,0.0,0.0017025,0.0012975,0.000405,0
16,1,1.0270092487335205,0.700613260269165,293,0,0,293,0,27,27,0.0,0.0,0.0011375,0.0007325,0.000405,0
17,1,0.9502475261688232,0.6792755126953125,384,0,0,384,0,27,27,0.0,0.0,0.001365,0.00096,0.000405,0
18,1,0.9091007709503174,0.6633801460266113,405,0,0,405,0,27,27,0.0,0.0,0.0014175,0.0010125,0.000405,0
19,1,0.9182088375091553,0.686619758605957,430,0,0,430,0,27,27,0.0,0.0,0.00148,0.001075,0.000405,0
20,1,1.102295160293579,0.8395330905914307,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
21,1,0.8354175090789795,0.611907958984375,351,0,0,351,0,27,27,0.0,0.0,0.0012825,0.0008775,0.000405,0
22,1,0.893104076385498,0.6320500373840332,479,0,0,479,0,27,27,0.0,0.0,0.0016025,0.0011975,0.000405,0
23,1,0.9213066101074219,0.6631729602813721,457,0,0,457,0,27,27,0.0,0.0,0.0015475,0.0011425,0.000405,0
24,1,1.002946138381958,0.6969430446624756,417,0,0,417,0,27,27,0.0,0.0,0.0014475,0.0010425,0.000405,0
25,1,1.0020737648010254,0.7155413627624512,374,0,0,374,0,27,27,0.0,0.0,0.00134,0.000935,0.000405,0
26,1,0.871649980545044,0.6274163722991943,420,0,0,420,0,27,27,0.0,0.0,0.001455,0.00105,0.000405,0
27,1,0.936093807220459,0.6605281829833984,711,0,0,711,0,27,27,0.0,0.0,0.0021825,0.0017775,0.000405,0
28,1,1.0815610885620117,0.7051651477813721,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
29,1,0.9510607719421387,0.6760754585266113,434,0,0,434,0,27,27,0.0,0.0,0.00149,0.001085,0.000405,0
30,1,0.9509623050689697,0.6915838718414307,463,0,0,463,0,27,27,0.0,0.0,0.0015625,0.0011575,0.000405,0
31,1,0.9604156017303467,0.6869504451751709,395,0,0,395,0,26,26,0.0,0.0,0.0013775,0.0009875,0.00039,0
32,1,0.8962094783782959,0.6288893222808838,475,0,0,475,0,27,27,0.0,0.0,0.0015925,0.0011875,0.000405,0
33,1,1.058746099472046,0.7723817825317383,546,0,0,546,0,27,27,0.0,0.0,0.00177,0.001365,0.000405,0
34,1,0.8789734840393066,0.6217672824859619,441,0,0,441,0,27,27,0.0,0.0,0.0015075,0.0011025,0.000405,0
35,1,1.1285362243652344,0.85017991065979,504,0,0,504,0,27,27,0.0,0.0,0.001665,0.00126,0.000405,0
36,1,0.8501911163330078,0.644268274307251,359,0,0,359,0,27,27,0.0,0.0,0.0013025,0.0008975,0.000405,0
37,1,0.8931913375854492,0.6181745529174805,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
38,1,1.0558052062988281,0.7725927829742432,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
39,1,1.0836694240570068,0.7764143943786621,551,0,0,551,0,27,27,0.0,0.0,0.0017825,0.0013775,0.000405,0
40,1,0.8788957595825195,0.6025552749633789,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
41,1,1.0384128093719482,0.7860405445098877,452,0,0,452,0,27,27,0.0,0.0,0.001535,0.00113,0.000405,0
42,1,0.9236025810241699,0.6763343811035156,502,0,0,502,0,27,27,0.0,0.0,0.00166,0.001255,0.000405,0
43,1,0.9760818481445312,0.7009446620941162,527,0,0,527,0,27,27,0.0,0.0,0.0017225,0.0013175,0.000405,0
44,1,1.0390489101409912,0.7479162216186523,481,0,0,481,0,27,27,0.0,0.0,0.0016075,0.0012025,0.000405,0
45,1,0.9352459907531738,0.6481442451477051,529,0,0,529,0,27,27,0.0,0.0,0.0017275,0.0013225,0.000405,0
46,1,0.996772050857544,0.7158305644989014,485,0,0,485,0,27,27,0.0,0.0,0.0016175,0.0012125,0.000405,0
47,1,1.0040876865386963,0.7334835529327393,407,0,0,407,0,27,27,0.0,0.0,0.0014225,0.0010175,0.000405,0
48,1,1.2205867767333984,0.8950040340423584,464,0,0,464,0,27,27,0.0,0.0,0.001565,0.00116,0.000405,0
49,1,0.9590866565704346,0.7322492599487305,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
50,1,0.9417893886566162,0.6833317279815674,660,0,0,660,0,27,27,0.0,0.0,0.002055,0.00165,0.000405,0
51,1,0.9407138824462891,0.6645445823669434,462,0,0,462,0,27,27,0.0,0.0,0.00156,0.001155,0.000405,0
52,1,0.8628735542297363,0.6832382678985596,573,0,0,573,0,27,27,0.0,0.0,0.0018375,0.0014325,0.000405,0
53,1,0.9500026702880859,0.685570478439331,388,0,0,388,0,27,27,0.0,0.0,0.001375,0.00097,0.000405,0
54,1,1.0201668739318848,0.7567508220672607,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
55,1,0.914907693862915,0.6383178234100342,271,0,0,271,0,27,27,0.0,0.0,0.0010825,0.0006775,0.000405,0
56,1,1.3603436946868896,0.7557270526885986,497,0,0,497,0,27,27,0.0,0.0,0.0016475,0.0012425,0.000405,0
57,1,0.9578611850738525,0.6910533905029297,676,0,0,676,0,27,27,0.0,0.0,0.002095,0.00169,0.000405,0
58,1,0.9104151725769043,0.6423494815826416,517,0,0,517,0,27,27,0.0,0.0,0.0016975,0.0012925,0.000405,0
59,1,0.9464828968048096,0.6496133804321289,411,0,0,411,0,27,27,0.0,0.0,0.0014325,0.0010275,0.000405,0
60,1,1.025200366973877,0.7393574714660645,546,0,0,546,0,27,27,0.0,0.0,0.00177,0.001365,0.000405,0
61,1,1.1141598224639893,0.67460036277771,461,0,0,461,0,26,26,0.0,0.0,0.0015425,0.0011525,0.00039,0
62,1,0.9392614364624023,0.6589014530181885,492,0,0,492,0,27,27,0.0,0.0,0.001635,0.00123,0.000405,0
63,1,1.244795322418213,1.223376750946045,341,0,0,341,0,27,27,0.0,0.0,0.0012575,0.0008525,0.000405,0
