batch_number,num_papers_in_batch,latency_secs,ttft_secs,input_text_tokens,total_cache_read_tokens,cache_creation_tokens,total_prompt_tokens,reasoning_tokens,output_text_tokens,total_completion_tokens,cache_read_cost,uncached_input_cost,total_cost,total_prompt_cost,total_completion_cost,num_relevant
1,10,2.17600417137146,0.8004281520843506,2966,0,0,2966,0,144,144,0.0,0.0,0.009575,0.007415,0.00216,0
2,10,1.946495771408081,0.7254579067230225,1733,0,0,1733,0,144,144,0.0,0.0,0.0064925,0.0043325,0.00216,0
3,10,1.8894476890563965,0.6434705257415771,2127,0,0,2127,0,144,144,0.0,0.0,0.0074775,0.0053175,0.00216,0
4,10,2.2311391830444336,0.8186321258544922,1834,0,0,1834,0,143,143,0.0,0.0,0.00673,0.004585,0.002145,0
5,10,2.518348455429077,1.1267409324645996,2528,0,0,2528,0,144,144,0.0,0.0,0.00848,0.00632,0.00216,0
6,10,2.289865016937256,0.8510041236877441,2362,0,0,2362,0,144,144,0.0,0.0,0.008065,0.005905,0.00216,0
7,10,2.0187551975250244,0.7615466117858887,2261,0,0,2261,0,143,143,0.0,0.0,0.0077975,0.0056525,0.002145,0
8,10,2.1109931468963623,0.7300717830657959,2735,0,0,2735,0,144,144,0.0,0.0,0.0089975,0.0068375,0.00216,1
9,10,2.0532138347625732,0.6045153141021729,2078,0,0,2078,0,143,143,0.0,0.0,0.00734,0.005195,0.002145,0
10,10,2.189199209213257,0.7950534820556641,1966,0,0,1966,0,143,143,0.0,0.0,0.00706,0.004915,0.002145,0
